ID,log2FC
CTU2,-1.545645458
CBR1,-0.806462135
CH17-340M24.3,-1.620158736
AAMDC,-1.098375086
LYSMD3,2.244062215
GPCPD1,1.079915253
FUBP3,1.310902394
EEF1B2P3,-1.049717544
ATP5MJ,-1.088726886
FBXO34,1.360625589
PYCARD,-1.566801547
PSMB3,-1.078205783
ERI3,-0.92582668
TCF12,1.357583097
COL18A1-AS1,-3.572110902
POLR1H,-1.031616829
MTERF4,-0.946768338
CNOT6L,1.242986523
RPS24,-1.034034557
MTDH,1.166730994
TMEM101,-0.853245171
BTNL10,-1.234238795
MINCR,-1.806107627
SF3B2,-0.477662254
RPL21,-1.718725311
AP3M1,1.486892252
NABP1,1.105712821
PHGDH,-0.708235052
C19orf48,-1.386141413
EIF4G2,1.246843417
ZNF234,1.151284715
ZMPSTE24,1.875026846
KIF22,-0.47560606
PRX,-1.36623804
PPP1CA,-0.647440371
FHOD1,-0.902351688
SPTLC1,1.364590645
TLE5,-0.835758921
CDT1,-0.95994872
MRC1,4.837713072
RHOBTB2,-1.32218826
GPS1,-0.954979255
MTRES1,-0.988461171
CEP83,1.601767221
RNFT1,1.54541923
ENPP3,1.664809351
SCAF11,0.967223052
FAM13B,1.700981838
SRA1,-0.763981494
NEK1,1.569678704
ATP6V0E1,-1.010770098
SGPP2,-1.627709067
KRAS,1.109965024
CCDC136,-1.373152944
USP25,2.158292612
BACH1,1.231458271
POMP,0.967217864
ITPR2,0.709710374
MGLL,-1.854808687
ZNF581,-1.447785962
ARFGEF1,0.995725406
RNF167,-0.631801027
YES1,1.902339173
ZNF382,2.092809493
PLPBP,1.26612559
PAPOLG,1.840211069
FBL,-0.828508763
RPS3A,-0.871876167
TCEA3,-2.245131269
SCML2,1.788025801
M6PR,1.426975169
HEXD,-1.95429155
NOP56,-0.753056315
UBA52,-1.372567234
E2F2,-1.250911483
PTPN12,1.155485766
SNAP29,-0.651862375
RAB3GAP1,1.288615003
RSF1,0.978520485
SF1,1.115414937
PIK3CB,1.337451836
TSR3,-1.854020342
RPL28,-1.53448799
KLHDC4,-1.5511037
COMT,-0.861269276
ESCO2,1.135300605
LINC01036,-1.664346399
A4GALT,-1.058314213
RGS20,-0.985682749
TXNDC16,1.723590245
ZDHHC17,1.499537246
RPLP0,-1.478627691
COL23A1,-1.164244849
MTND1P23,-2.302773701
EMC3,-1.119203745
PDLIM7,-1.100770458
TMED8,1.058372459
RPS9,-1.33814707
ACKR1,-1.700696336
PPP2CB,1.183622312
STOML1,-0.936954014
MRPL41,-1.228640272
CHID1,-1.258406068
KLF1,-0.772782904
KMT2E-AS1,-1.574840412
PRC1,1.71702902
APMAP,1.294439347
MICAL1,-1.233014152
WASH3P,-1.549513766
SMDT1,-1.019029452
KLHL2,1.436734803
ETF1,0.931506136
PPP1CC,1.067650238
TMEM184A,-3.806063007
EIF2S3,0.765638653
RNF181,-1.175386774
BZW1,1.311445048
C6orf163,-1.157940968
SERINC1,1.692472997
SIVA1,-1.085096159
TNFRSF1B,-1.122056892
DEF6,-0.995217774
PSMD9,-0.854485553
CEBPA-DT,-3.194568982
CALR,-0.665360151
SPHK1,-1.101141564
AGPS,1.072535613
CFAP97,1.625619177
MED9,-0.68154823
RADX,2.583403583
NONO,1.020528021
ANKRD26,1.1098952
RPSA,-1.147530952
OSBPL5,-1.543230615
UBP1,1.172936024
WDR53,-0.789875884
DLAT,1.627205979
ARRDC3,1.80191454
PPP1R14A,-0.993175957
SLC20A1,-1.334544742
LENG1,-0.85663642
POLR3C,-0.933029181
PARN,1.835998464
OSBPL11,1.555696121
TTC37,1.594269544
MCCC2,1.449451651
TMCO3,0.803353992
DEFA3,-4.060881641
FOS,-1.437129203
SRSF11,1.272935055
TMPRSS13,-2.109398755
NQO1,-1.366458075
TOMM22,-1.074929125
ISG20L2,0.730358649
MPDZ,2.444484791
VPS36,1.373075543
CRIP1,-3.574176839
PSMB10,-1.409948061
CPVL,-1.196766027
ZNF425,1.686365389
LRPPRC,1.088713771
SEPTIN7P6,2.139312871
STAC3,-0.936285423
SOS1,1.328690093
XRN2,1.739606968
H2BC7,-3.791333974
WASH2P,-1.812526801
GPX4,-0.724157501
USP8,1.631535196
TIMM50,-1.052067587
LAIR1,-1.344738854
MTSS1,1.165606427
MTREX,1.485143889
TRMT112,-0.794213471
ZNF704,1.658193716
SACS,1.332147404
NUDT4,1.05758477
MYO1F,-1.142233209
KDM7A-DT,-0.741493884
GTF2A1,0.968757787
PLK4,1.529836943
SLC25A42,-1.442578082
RPL8,-1.417824813
NT5C,-1.378628635
STAT1,1.848174177
KDM6A,1.049449613
OGFR,-1.50382578
RPL21P16,-1.412030912
TMEM256,-2.236151666
ZMYND11,1.396657025
KPNA1,0.979541139
GIPC1,-0.99157859
CSNK1G3,1.61440467
CEP290,1.119148874
PDS5A,1.463374292
ARPP19,1.525622224
PIK3R5,-1.540604024
HNRNPUL2,-1.05224153
CSGALNACT2,1.474254848
IFT81,1.719525952
CCDC28B,-1.360183442
QRSL1,0.988483616
EIF2AK4,1.006615722
ADAM9,1.068408811
RB1,1.605857029
RABGAP1,1.139465055
CD59,-0.925218022
MOB3B,1.2129006
NUMB,0.891604977
KDM5B,1.001336327
CCDC125,0.858342495
RMND5B,-0.921988723
EXOC6,1.513758352
SPATS2L,2.811008507
FBXW5,-1.131409113
USF2,-0.942092357
SEPTIN11,0.687062946
DHX29,1.084901519
ASCC1,1.718407068
SYNGR2,-1.23293326
POGK,0.972069981
CNN2,0.783461806
EPC2,1.224225867
SURF1,-0.906885238
TTC17,1.185459821
GALK1,-1.447104727
RBAK,1.483975804
PIP5KL1,-3.198268412
C2CD5,1.269242695
LYN,1.73854685
RPS20P14,-1.613715611
RPLP2,-1.796923006
SCRN1,2.121411991
POLR2F,-0.781498176
OGFOD3,-0.85694827
USP48,1.154150834
TMSB10,-1.269441812
PSMA3,-0.723871145
TST,-1.107957901
DOK1,-1.528729798
CDKN2AIP,1.638131137
MBLAC2,2.327361507
CEPT1,1.729802252
ITGA2B,-1.460552391
ALDH4A1,-0.961704243
CLCN3,1.750620188
APRT,-1.446034338
NEDD4,1.962822168
SUCLA2,1.943182803
NSD3,1.074368662
PLEKHF2,0.952338123
PPP1R15A,-0.597134879
SEPTIN2,1.178796571
EFCAB14,1.143271394
POLR3K,-0.741391182
NGLY1,1.285099574
NUDT16,0.794044407
WASH4P,-2.365768367
RPS15,-0.922734394
KIF16B,1.290420452
ZFP69,1.316713603
SNRPD2,-0.754314667
PLK1,0.945310743
GGTLC3,-4.842830746
CCDC92,0.846309962
ZNF664,1.553384942
RPL31,-0.731680125
HMGB3,-1.036259258
ARMCX1,1.599741541
DENND4A,1.002155356
IMPA1,1.315215585
HPS1,0.502308777
PDCD6IP,1.273003307
SRI,-1.031528962
TALDO1,-1.114429164
CHUK,1.719474447
ZNF511,-1.141959112
BLOC1S1,-2.6752278
MAPRE1,1.395817265
RPAP3,1.524796105
PPP2R2A,1.717108971
MFAP4,-3.142226589
HSPBP1,-1.282740177
RPL13,-1.616577083
DNAJC14,1.251842136
EBP,-1.586707433
PI4K2B,1.150956787
NFE2L3,1.117129832
CBX7,-0.948583433
APLP2,0.851119088
TPM3,1.264385853
RO60,1.651694514
ARPC1A,-1.734714325
TXLNGY,1.249855232
LINC01366,-0.663042128
NDUFS3,-0.928730433
ERFE,-0.484199053
CHMP4BP1,-1.848284667
BRSK2,-3.411751504
PPP2R3B,-0.92737376
HACL1,-0.649293106
CAPZA2,1.167723026
TXNRD1,1.723994992
PES1,-1.216468419
SNRNP70,-0.974028443
RPL5,-0.639234232
CCNH,-0.770619771
RXRA,-1.402511764
PRR5,-1.703306923
UBE3C,0.709655408
AP3M2,1.057651296
CLK4,0.997053083
HMBS,-0.515772396
OLFML2B,1.561711706
ANKMY1,-1.173970236
H2AC21,-3.494298606
CTDSPL,-1.849969188
KNL1,1.706641767
EDF1,-1.125498458
NRGN,-1.466466974
ARHGAP6,1.33087206
SNRNP35,-1.128707423
MAP3K6,-1.958015486
NUP153,1.553232532
RBM26,0.813511541
ITGAL,-1.892168757
MGMT,-1.39584846
MTIF3,-0.815432529
MBD4,1.408222388
LSM2,-1.117572902
PHF20L1,1.486522172
REX1BD,-1.687498789
SNHG10,-1.022186832
SEC22B,1.82329788
GALNT6,-1.332652259
GIT2,0.99547071
ARL16,-1.030579652
RPS6KC1,1.534323176
STXBP5,1.288174768
G2E3,1.45506335
PTER,1.393771081
CNPY3,-0.730417976
TMSB4X,-0.856486409
ANKIB1,1.451305112
CNNM2,-0.784835747
SYTL4,0.892842258
CCDC66,1.403288443
ITGB1BP2,-1.544279384
MICU1,1.320992775
STAMBP,1.134313793
CFAP36,-0.721296066
TCF7L1,-2.10752798
CPLANE1,1.336128793
PPP3CB,1.565995974
ATP5ME,-1.923981022
RB1CC1,1.436958984
TMED4,1.075144409
MXD4,-1.03227005
M1AP,-2.907831756
GPER1,-3.349239479
WWC3,-0.628858184
RASGRP2,-1.473431365
PIK3C3,0.828873077
MAP3K2,1.663170338
MAP2K1,1.595081794
NBL1,-1.866134488
CENPW,-0.946586677
PFDN4,-0.873380914
U2AF2,-0.991740993
DDIT3,-1.016989191
CCS,-1.17673202
MIOS,0.8637505
SLC14A1,-1.156707668
WEE1,1.427429905
TASOR2,1.176824235
IMP4,-0.934756835
SNRPEP4,-1.17862586
DDX54,-0.904278028
VPS4B,1.756700577
ATP8B1,2.056322371
ALKBH4,-0.998910759
CUL4A,0.923209033
FBXO22,1.054764638
MPND,-1.189778631
DTNB,-1.326625322
EIF2B4,0.716226115
POLR2E,-0.828246483
ROBO1,1.525491798
RBBP6,1.287475004
RPSAP58,-1.508137729
MCM5,-0.511865422
DIP2B,0.849384835
NSUN2,1.041216494
GATAD1,0.950788745
GCNA,-1.375318809
NGRN,1.347183439
KIF23,1.636376075
TTF2,1.138768944
SERPINB6,-0.689887424
HIPK1,0.951002353
ARHGAP21,1.573864176
DNAJA3,0.86601485
INKA1,-1.131104512
B4GALT7,-1.544852913
PSMB4,-0.846200419
NFKBIL1,-1.490176165
STIL,1.787455501
UBA6,1.180441104
NDUFS8,-1.280729925
DNAJB9,1.348452141
LIMA1,2.029437165
COG6,1.508130131
ZNF696,-0.707376839
SAMSN1,2.315275872
TMX3,1.229926075
IFI6,-1.441895666
GLO1,1.474833662
STAP1,1.089573658
RETREG3,-1.449494519
VAPB,0.717924653
FADS1,0.918146811
OSTM1,1.008463745
CHMP7,0.663528067
C17orf99,-1.701414709
MZT2A,-1.265938676
DEFA8P,-4.769540909
BTG2,0.966393099
ABRAXAS1,1.881983549
BRCC3,1.33922344
LRP10,-0.540056115
NOP53,-1.23718506
ANXA2R,-2.131011198
MISP3,-1.760233395
ETV3,1.121778568
HEPH,3.253957886
PDE12,1.02889301
QSER1,1.548629042
SNHG6,-0.826690897
METTL22,-0.803487999
ITGB3,1.627349478
SRPK1,1.068368366
MICOS13,-1.336266797
NOP10,-0.818024231
RPL11,-0.885343299
H2BC18,-3.389231035
THNSL1,1.790116743
KLHL28,2.000062998
NAA35,0.940804815
MTR,0.875379127
CHCHD2,-0.792131801
ABHD13,1.378709516
LGALS3,-0.993287485
ATP5MG,-0.866387271
ZNF304,1.08708414
DDX18,1.445450336
TMEM106B,1.732308782
GDAP1,1.63433692
SLC39A3,-1.417725348
NOC3L,1.462974834
COPZ2,-2.063357293
CHST14,1.931866681
AZIN1,1.439746136
PGK1,1.671561879
NUP160,1.158338658
SETX,0.817623826
RPL36,-1.817640536
MARCHF7,1.906761158
ZNF451,0.881027348
PITPNB,1.038508106
PLEKHB2,1.489582666
ZEB2,0.864057358
SETD2,1.251081732
SCFD2,1.309724454
CPQ,0.881627579
RP2,2.326443639
GPATCH2,1.327229449
TNS1,-1.223681362
DNAJC17,-0.767583776
RPL38,-1.361410272
CXCL8,5.328221657
ERO1A,1.472851474
ZNF644,1.71529608
NLN,1.635812972
ECHS1,-0.702068107
ECH1,-0.812764563
PPFIA4,1.894404529
SLC6A9,-1.910624906
KIAA0930,-0.82083345
CREB3L2,1.025129719
PIK3C2A,1.261514292
LINC00894,-2.158432156
ROMO1,-1.316647874
PLPPR3,-2.360793886
VRK1,-0.66290594
SRP68,0.725662964
MED11,-0.763750113
BCL7C,-1.487728775
ROCK2,1.199907285
SIRT1,1.033577302
DDHD2,1.136906504
ZNF518B,1.392980218
SGMS1,0.927046545
SNX6,1.373763219
NELFE,-0.662574883
MIER1,0.973495193
ARMC5,-1.802004175
NSUN5,-1.103174956
RTRAF,-0.685539902
TPGS1,-2.44376086
C16orf91,-0.753722413
ARHGAP18,1.095016325
TBC1D32,2.323092468
AURKA,1.119555652
SULT1A1,-0.949699897
NR4A2,1.30710354
ANKH,-1.171988488
IFIT1B,-4.043991482
INPP5K,-0.91884508
TRIP13,1.381726234
VMP1,1.441275611
HNRNPKP4,1.449983431
LRRC45,-1.396177078
MRPS25,-0.935331946
B4GALT2,-1.345255239
DNAJB2,-1.113336566
METAP2,0.683942283
DEF8,-0.973772552
FAM102B,1.825869513
ABCF2,-1.38373542
PDHA1,-0.696589685
COMMD4,-0.773060991
SP6,2.046813535
UBL5,-0.945865623
TRMT6,1.264049845
IKZF5,1.146758533
TUBGCP4,1.01676144
FRMD5,-1.841562757
CNST,1.068305657
BLZF1,1.410791071
ZC3HAV1,0.501290314
TMEM161B-DT,-0.830784988
FAM210A,0.965061603
TMEM242,-0.710582109
ZNF888,1.158342872
MSANTD4,1.660148563
LSG1,1.01247906
EEA1,1.516622869
RPL39,-1.082088928
RCE1,-1.148986675
TRMT10A,1.494665477
ZFAND2B,-1.486031924
CWF19L2,1.428266781
CCNE2,1.501712518
SMAP1,1.612370425
ADCK2,-1.712272745
KYNU,2.591285708
POLA2,-1.744332278
CLCN5,1.745082094
CDCA8,1.207191232
SH3TC2,-1.029687347
EPB41L2,0.98139196
CTR9,1.097320049
USP6NL,1.268392052
PTPRB,1.39554917
SWSAP1,-1.373258015
CDCA7,1.070083788
SDHAP1,-0.764828111
CREBL2,0.885550153
DDB2,-0.904491713
APC,0.957969859
ARID4B,1.137393466
CDC20,-0.696867601
RBBP5,1.108092628
EIF3G,-0.58344575
TBC1D23,1.388163185
ZBTB1,1.698533679
B3GALT6,-1.317326533
RSRC2,1.840817246
NKAPD1,1.243890529
PUS1,-0.737902658
MYO1G,-1.489738896
STXBP3,1.434093809
RPL27A,-1.193609078
RABL6,-1.212699601
SLC37A2,1.487157765
OGT,1.0721201
MUC5B,-3.580807402
GNAS,0.969374884
OPTN,-0.558401055
PRKDC,1.037127649
ZNF518A,1.744113703
RFX8,-2.577996385
GNPTG,-0.888185731
MRPL55,-1.237711327
NUDC,-0.579659472
MSANTD2,1.674101575
PTMS,-1.771361958
RAD23B,1.142946049
AP3B2,-2.747923826
DIS3L,0.911753824
CEP55,2.528009531
SDHA,-1.054632695
PHTF1,1.156399416
C13orf46,-2.979583239
RPS19,-1.575948225
UBE2V1P2,2.137246077
GOLGA5,1.425815269
ADAM10,0.947673578
RPS3AP6,-0.880855706
RTN4,1.141581104
TMEM120B,-1.28836793
SMC3,1.617526595
H2AW,-1.466543646
ZNF550,1.047785353
TBCC,0.971748566
DEPDC1,1.151912047
RAB3GAP2,0.998862929
GTF2E1,1.625323609
RAB6A,1.437429393
RIF1,1.206899046
FAM3C,1.623949656
GNPAT,-0.705848
KIF3A,1.061909996
WASH6P,-1.53309482
TOMM40,-0.777845971
SUZ12,1.24803098
MFN1,1.429268
GEMIN2,1.502589394
BCL2L1,-0.80269261
SLC35C2,-1.028759247
LRMDA,-1.55198399
GMPSP1,-1.57624103
EHBP1L1,-1.735020955
POLE3,1.043857119
TKT,-0.497116491
FOXN2,2.166529231
SMNDC1,1.391019661
TTYH1,-2.476236216
TSPOAP1,-2.167291898
SEPTIN6,0.511135374
USP47,1.47928937
RPRD1A,1.432418947
YTHDC1,0.627251099
PARP9,1.240785067
MROH6,-1.630264151
CD53,1.831417856
POLR3H,-0.635777037
ENOPH1,1.785369654
TSEN2,0.870939737
DCXR,-1.142651581
FAM184A,1.398117606
PDK3,0.746229253
RAB40B,-0.974063558
RPS21,-1.365654505
USP44,1.997917214
BPI,-1.882947744
NDUFA3,-1.281327946
DLG1,1.227638787
CCDC25,0.73133028
ADGRL1,-1.63418742
LINC00570,-1.734630488
B4GALT5,1.405050174
C11orf54,1.321463207
RAB5A,1.343353608
LCA5,1.820587995
ATP5F1D,-1.803232595
ASCC3,1.005780073
RBM12B,1.28479524
EIF2AK2,1.173565729
PATL1,1.260840091
EEF1B2,-0.709977947
HEATR1,1.395005766
B4GALT1,1.062178264
COX14,-1.021867601
NECTIN2,-1.037921781
TMEM141,-1.370684376
PICK1,-0.855847317
PET100,-1.469778661
ZFP91,1.236520344
GUCD1,-0.593030518
ABHD1,-2.423932319
PMS1,1.297733263
UCKL1,-0.831181998
CCDC191,0.965146744
SLC26A6,-0.667994895
MT-TC,1.173447357
SNRPE,-0.735357552
RPL18,-1.077656735
TBC1D22A,-0.951902549
AHSA2P,0.573233224
TOGARAM1,1.550917578
MIAT,-1.309771884
MOB2,-0.918843728
RAB14,1.24737593
FAM220A,1.883859444
ERP29,-0.654630223
RBM10,-0.760190571
ARFIP2,0.734159846
CCAR2,-0.757165029
TTC4,1.60701231
YPEL3,-0.765979577
PDE3A,2.691802199
RPL3P4,-1.760159751
CCDC88A,1.329428046
LYL1,-1.750771562
RPL3,-0.90847513
SMU1,0.68874241
CATSPERG,-2.335019848
FCN1,-0.626350068
ZCCHC8,0.821975617
ENSA,-0.833056011
TOR1AIP1,1.535853979
HINT3,1.554685659
HIP1,-1.864667023
KLHL8,1.375696992
FLYWCH2,-0.747634318
CHAMP1,1.354572297
VAMP2,-1.089898412
PNMA1,1.070836429
GSTCD,1.467613887
COQ3,-0.721987142
NDFIP2,1.549792694
TOR3A,-0.891612183
PICALM,0.798984667
FAM83E,-2.831594671
CCDC88B,-1.873361296
LMNA,-1.370472713
TMEM44-AS1,-0.760688613
PHACTR1,0.835583322
ETFB,-1.609114455
NFKBIZ,1.601090539
HMGXB4,1.027694092
RPL7L1,0.55757248
PFKP,0.675557613
CCDC85B,-1.519915433
WASHC1,-1.426501137
SRRM2-AS1,-1.302726489
RPS15P4,-1.170351703
ZFHX2-AS1,-2.230398383
SNRPB,-0.711507505
TSPO,-0.789527906
KCTD18,1.430084053
MAGT1,1.251569707
RPL3P7,-1.786339388
GRB10,-0.68036874
RPL4,-0.742631384
PRPF40A,1.353950123
CELF2,0.81544389
C5orf51,1.615724484
FAM76B,1.315264466
SNORD3A,-1.807137314
TRUB2,-0.704423075
RASA2,1.767973464
SLC38A5,-1.019917129
KIF26A,-1.430634716
PNPLA6,-1.387636272
ALDOC,1.391454304
PNCK,4.936407917
PIDD1,-1.432148971
POC1A,-1.108499522
TRMT1L,1.49209304
NEDD9,1.959391913
MAPRE2,1.692782646
MSH2,1.036763937
RACK1,-1.055967963
MKLN1,0.987928214
MRPL33,-0.870966527
NME1,-1.401792823
YWHAG,0.979167446
NME4,-0.632325178
RPL3P9,-1.829553604
PRDM11,0.858538539
SLC5A3,1.179632969
TBC1D22A-DT,-1.006062658
JPT1,-0.897522919
BTK,0.893047361
NUTM2G,-1.421159105
PRPF31,-0.845439724
CDK7,1.167410419
FBXL15,-1.779414865
LCMT1,-0.864646651
NUDT2,-0.920200206
CALM3,-0.975217558
MTFR1,1.135556461
SAMD4A,1.100842937
PRKRA,1.173464505
GLMN,1.234285718
NIPSNAP2,1.454265582
DDX56,-0.552688558
CTPS2,1.206675616
PRKAR2A,1.238165615
VAMP7,1.476539477
NADK2,1.012634442
RIPOR3,-0.888410595
PAQR4,-1.354254078
RPS11,-0.688378928
RBL2,1.569721046
DPM3,-1.377386783
CFAP20DC,2.231179099
ITCH,0.891596074
POLQ,1.063593572
CBFB,1.208940096
ZNF814,-1.2224844
NDUFS5,-0.669958912
PNN,1.113219371
PRKCI,1.196672402
SLC12A6,1.253699308
OAZ1,-1.143324329
CBX1,1.089514138
CENPF,1.304869137
MZT2B,-1.926176936
ZNF394,-0.568118914
MANSC1,1.851956543
GORAB,1.548531731
SLC25A28,-0.662714146
SMC1B,1.203563838
NDUFB5,-0.89540694
RALGAPA1,1.129608684
SSR4,-0.977454137
ZYG11B,1.117137214
MAD2L2,-0.753416577
FKBPL,-0.864318018
MEX3D,-1.647697997
PRPF19,-0.550004949
ERCC1,-1.020844083
SOD1,-0.614712595
NSL1,0.970297926
CARS2,-1.103586669
CCDC47,1.163827695
COPB1,1.853950785
ALDH9A1,1.543767602
RANBP2,1.564290933
SERGEF,-1.063973766
CNOT1,0.861051247
FAM104A,0.796951725
ERLIN2,0.922467707
FBXW11,1.357029481
SNIP1,1.300540602
PTAR1,1.189852144
DHRS4L2,-1.149710623
WDR48,1.460596955
WTAP,1.285993264
TMEM160,-1.625562346
SF3B5,-1.378865509
CCDC186,1.788171358
RGPD8,1.751889037
TMEM237,1.728231929
MRPL58,-0.682034215
UBE4A,1.78745673
RPS3AP26,-0.944694834
TUBB4B,-0.69401919
USP9Y,1.924713397
CDK15,1.296427885
CHORDC1,1.429690481
MSH6,1.086473318
UBXN6,-0.766626087
LRFN4,-1.42404444
ARPC3P3,-1.389999526
GFER,-1.072052487
RICTOR,1.515536319
FAM229A,-1.903585152
DNPH1,-0.683943356
ARHGAP45,-1.168050635
RNF214,0.533265109
COA4,-0.708876442
CUL5,1.196304905
DCTN4,0.874316224
SLC48A1,-0.644435112
ORC2,1.405194095
IMPDH1,-0.78378847
TXNDC17,-0.927596104
INTS6L,1.131869662
NAP1L4P3,-1.221051154
ADGRG1,-1.821472743
TMOD3,0.800870141
RRN3,1.641014617
ZNF761,1.233664487
ZNF317,0.97334319
PTK2B,-0.662765504
ATP2B1,0.982626869
PLD1,1.195925793
RANBP6,1.149721444
CCDC124,-0.539863298
PXN,-1.919884567
NDUFA6,-0.693920742
SIN3A,1.010673324
SREBF2-AS1,-2.466950632
SLMAP,1.260866461
CA2,1.430751042
NME6,0.820797362
TEDC1,-1.703822993
ELAC2,-0.503341905
DCAF7,1.096470266
CEACAM4,-3.678526531
SEPTIN7,1.692188137
AP5Z1,-1.129282454
KCND1,-1.200482325
USP16,1.416744756
TXNDC5,1.59662526
LNX2,1.291126192
RNF146,1.673492212
ZFAND2A,-1.043533821
GLS,1.372486443
ARPC5L,-0.709115803
SNHG8,-0.863225432
C4orf3,1.321813015
PLEKHO1,-1.03686362
JTB,-1.524704593
ABCE1,1.469141615
TCFL5,0.805930699
RPL26P6,-1.902406504
MRPL28,-1.111319912
NKG7,-2.053829984
UBAC1,-0.40198266
SH2B3,0.875774637
KIAA0232,0.634117523
PPP5C,0.863346762
RN7SL3,-3.906370323
RAD18,0.876053263
ELOB,-1.316099835
BCOR,0.967806076
TMEM233,5.091999071
LIMD2,-1.418959033
MTMR12,0.877880983
KLF15,1.71912938
LNPEP,1.025189616
ZNF507,0.78954423
NPTN,1.518226059
MIATNB,-1.659439477
CDC26P1,-0.883897614
MMS22L,1.099149696
LRRC23,-0.957899373
CASP8AP2,1.532608593
LRR1,-0.985341242
CD37,-1.076844713
SMARCC1,0.934737624
XPR1,1.057198118
LRRC37B,-0.711249883
PISD,0.612265335
RAP2C,1.92239743
ZNF708,1.177718888
ACADS,-0.980348543
SYT11,1.845493528
TFPT,-1.336983459
CSF2RB,1.01985552
INTS6,1.100301941
LONP2,1.138040605
RPL6,-0.564143306
CYBB,1.042677051
MEAF6,1.415146015
KIF4A,1.345269957
RPLP1P6,-2.190768277
NFE2,-1.045145395
NDEL1,1.1269826
USP24,0.821369077
PLAC4,-2.809506703
YWHAE,1.551012013
SP110,-0.555761139
NFX1,0.691526118
BRI3,-1.396775649
UQCR10,-1.374484404
FRG1-DT,-1.019584828
ZNF770,2.358729902
UHRF1BP1,0.764856458
GFM1,1.315039811
LYPLA1,1.536694353
ACSL1,1.539841166
TM9SF2,0.833031054
MRPL27,-0.975029826
FUT11,1.208711872
H3C3,-2.934902913
GADD45GIP1,-1.569956477
PKD1L3,-1.533610439
INTS11,-0.889612684
OSGEP,-0.52631326
STX8,-0.772412388
ECE1-AS1,-3.747982993
ZNHIT6,0.862703462
RNF213-AS1,-2.378284284
THRAP3,0.74060526
AGO1,-0.624236079
PRKACB,1.437975222
NUDCD1,1.363975048
SEC24A,1.177664568
MGST3,-0.942909323
GEMIN5,1.126281235
SPSB2,-1.05053422
BTBD8,2.003135755
LAMTOR4,-1.373015101
ERI2,1.288901078
MED4,1.376736228
MKRN2,1.165576416
AIDA,1.061910766
LAMP2,1.624551051
PAQR3,2.020764293
ABRAXAS2,1.582083227
XRN1,0.95585398
RPL13AP20,-2.547212814
EIF4BP7,1.354981399
ANKLE1,-0.525567366
ARHGAP11A,1.183934247
S1PR4,-1.430235293
AHCY,-0.993693732
ENG,-0.553225419
ILKAP,-0.589077539
GATA1,-0.804374087
MACROH2A2,-2.523656173
GNB2,-0.928825175
THAP7,-1.357497422
CCDC138,1.721532057
ZMYND19,-0.658254128
LRCH1,1.367817677
LBH,0.792085833
ACTR2,0.782299008
TUBGCP3,0.735554053
KLHL20,1.311045461
CAMSAP1,0.739671419
COL18A1-AS2,-3.41734261
WAPL,1.078615832
WDR7,0.999798348
SERPING1,1.542977292
ITGAV,1.615160015
HMMR,2.078919206
ZNF189,1.419075181
ATP11C,1.067153713
LAMTOR3,1.141854121
JOSD1,0.675738689
SKIV2L,-1.071636689
THAP5,-0.849975449
CENPL,0.778305813
HMGN4,1.837466611
DNAJC10,0.769489589
RAC1,-0.719530256
TOM1L1,1.369291619
TSSC4,-1.341127984
SNX8,-1.097761817
HSP90AA2P,1.757842655
NR2C1,1.316569349
CCDC107,-1.844804183
ARF6,0.469995042
RPSAP19,-1.721096384
RPL24,-0.901107466
TRMT61A,-1.564409171
DYSF,-1.579021982
WDR82,0.952132917
PEAR1,-1.349373932
COPA,0.873068468
KMT2E,1.086349676
SMARCD1,0.767920719
VPS26A,1.289210411
MTLN,-1.227095424
METTL14,1.503928666
ABR,-1.061680611
SEC14L3,-1.14043872
RPL32P18,-1.493412412
TNFAIP8L2,-1.412756712
PRR14,-0.773903478
UBE2S,-1.07299083
ACOT7,-0.701291392
PSMB1,-0.769426525
RPS4X,-0.877872247
FMR1,0.676862369
FCF1,1.19447373
BTN2A2,0.883446775
MTARC1,-1.848566475
S100A13,-1.741861398
POLR2B,1.718617622
USP1,1.594195358
SELENOT,1.840932371
ATF1,1.248488434
HSD17B12,1.672120427
TADA3,-0.663921651
FOXP1,-1.190126812
ZNF428,-1.499711355
CTSS,0.888998503
MRPL51,-0.595369778
RNF103,1.253351381
PHPT1,-1.267147054
UNC45A,-0.864967945
TXNDC11,-1.06218594
RPE,0.834418444
CFAP58,1.317780399
PGBD2,1.032863946
RBM23,1.089001905
DENND3,-1.057882561
RASL11A,1.638705988
GNPDA2,1.39946564
DCK,1.51332848
CENPB,-1.099405329
RDH10,0.748883753
SPDYE22P,-2.534477071
STXBP6,1.307834731
HTRA2,-0.836528949
TIA1,1.003388704
LINC00921,-2.214096326
DNAJB5,2.111772309
UBXN10,-0.529323832
GLUD1,1.616034026
CPAMD8,-2.098356848
SNHG30,-1.054163469
UBL4A,-0.572137983
F13A1,3.715095865
DYRK3,0.854673993
MIR6859-3,-1.687957246
MYOM2,-1.410175678
ANKRD13D,-1.06823175
NCOA5,0.76964358
BUB1,1.166834448
RPL39P3,-0.782373707
RNASE3,-2.468405537
AAMP,0.774023174
RSAD1,-0.702015118
TACC3,-1.038787216
KLHL6,0.950916716
BFSP1,-0.714892812
SCOC,1.451321801
ARMC1,0.968521453
RPL37A,-0.884121201
ATG7,-1.143649536
HSPA1A,-0.541247579
LY9,-1.776236396
