ID,log2FC
NRIP3,0.642454916
SDSL,-0.367097645
MLLT1,-0.710159841
FBXO45,0.571910414
C22orf15,-2.480197015
PSME3IP1,0.404318762
CUL2,0.751364909
FOXN3-AS1,-0.908491255
RPL23P2,1.712241435
MT-TN,-0.78790493
VPS33B-DT,-1.441063552
PIAS1,-0.306400669
ITSN1,-0.658918726
COCH,0.89910839
ORMDL3,-0.430096708
CENPBD1,-0.346518547
MBIP,1.491041459
SLC39A5,-1.583166137
PHKG1,-1.17508011
CARMIL3,-2.217644945
PTK6,-2.067834228
LIN7A,-1.660396927
ATRX,0.717223147
VN2R17P,-1.125414821
IL18RAP,2.315977393
TMEM191C,-0.86603379
ASNSD1,1.006767677
FBXL19,-0.912791095
PRR13,-0.425565579
MCTP1,0.758552624
TAF1B,0.666375969
KCNC1,-1.36237985
BAZ1A-AS1,0.852353113
ABHD14B,-0.53365338
RGS14,-0.527814892
ZNF460,-0.7443807
TBC1D13,-0.481624482
CHRNB1,-1.112185831
BMP6,2.502888664
PRKAR1B,-0.560204553
SLC23A3,-2.798839773
PMS2P3,-0.611914892
PSMC3IP,0.511416445
AKIP1,0.405255036
SUMF2,0.267397024
RN7SL416P,-1.63661753
PPHLN1,0.622126011
LINC01719,2.103082999
PRKAG2-AS1,-1.664537643
CCDC150,0.372082157
MPZL3,2.047645445
SMIM15,0.526882759
FPGS,-0.720088822
NIPSNAP3A,0.860398493
COQ2,-0.403520657
DDX28,-0.365226903
ZBTB34,0.737037338
GLRX2,-0.577649388
HIVEP2,0.438043072
RBFADN,-1.164372885
ELOVL6,0.563063808
LINC01132,1.553372183
ZNF804A,2.813989079
RBM17,-0.332699813
DNHD1,-0.791042951
INSYN2B,2.767395712
UBXN8,0.576855235
JPH3,-1.915569102
ZNF865,-0.748419261
SNRNP40,0.680563995
PPP2R5CP,1.09276559
PFDN1,0.711957304
GLI4,-0.929523615
ZDHHC24,-0.667432566
RPS2,-0.320834747
MGAT5B,-1.521567329
ARL3,-0.341334859
AKNA,-0.7372974
MAFG,0.353682695
FAM50A,-0.339274813
POLH,-0.382150776
TSC22D3,-0.568921873
BLOC1S3,-0.644367246
CFLAR-AS1,-0.876394167
LINC00653,0.991100027
NOSTRIN,0.788333743
CEP43,-0.343494326
KLK6,2.578834967
IPO11,0.50210709
PXK,0.434520698
GSTO2,-0.963954263
SHOC2,0.367162657
ERAP2,-1.001822859
EFCAB11,-0.678312514
ADHFE1,-1.207849798
COMMD2,0.739753447
ABHD10,0.525345852
C1orf52,0.678419952
EXT2,0.389012478
HTRA4,-1.784136415
STARD9,-0.700137955
RTL1,-2.196484593
NAGLU,-0.544444932
USP13,-0.997727914
ZCCHC10,0.822439964
HFE,1.858507633
SLX4IP,0.606680694
PARP6,0.39645044
CCDC86,0.38099053
LRP6,0.468891524
ALG1,-0.429607919
KRBA1,0.93776446
DPF3,-0.587137826
SLC25A48,-1.480826281
ANKLE2,0.251789212
LINC02693,2.631720429
ZNF815P,0.835959935
DNTTIP2,0.615818783
GNL1,-0.497454469
NACC1,-0.725900043
ZNF212,-0.59533147
DXO,-0.805890408
AK1,-0.692053667
NDFIP1,0.325187143
ICAM1,0.861865922
BEND6,2.720991879
CHAD,-1.642214082
LITAFD,-4.218242347
SHB,-0.970846272
EFHC2,1.370787605
ADO,0.590052015
GRM4,-1.648099733
ARL1,0.602207964
RMDN2,0.823856073
MAN2C1,-0.845750117
KIZ,0.571150391
FGFR1OP2,0.422684141
ADAMTS6,1.576092684
POMT2,-0.580163745
SMG1-DT,-1.849776551
SAE1,0.494405086
NDUFB9P2,-2.125449785
RECQL5,-0.597035393
TIGD5,-0.658376682
ZNF285,1.189688641
UPF1,-0.521060442
TRAIP,-0.388860188
ZNF671,0.526367556
SLC25A32,2.190665459
KCNC4,-1.758654949
LINC01476,-3.300295792
PARS2,0.823801194
RAB27B,1.086778805
MEPCE,-0.646707791
ATP2A1,-0.923244603
IL17B,-1.646583488
SLC39A8,0.491307731
RPL35P1,-1.632146513
SPX,1.681568889
GAPDH-DT,-2.184582399
FANCI,-0.340838505
RGS13,1.557685773
POLD3,0.575578404
PSME3,0.364196299
NKD1,-1.294607534
SMIM27,-1.159451574
PABPN1L,-1.125041154
SYCP2,1.43830626
ADAM8,0.699991952
ANP32AP1,-1.267616935
CSDC2,-2.552784689
PHAF1,0.623926294
ZWILCH,0.401738659
PPARGC1B,-0.603881699
EIF3J-DT,0.59349655
TMEM126B,0.8037476
FHIP2A,0.528738323
UIMC1,0.415583403
ZNF148,0.402897195
PTPRF,-0.964120606
ERICD,-1.329142307
NDST2,-1.082178573
PSPN,-1.138502167
RELL1,-0.471845401
UPF3AP2,1.071721679
NOS1,-2.5211853
BCL2,0.81479433
CTSW,-0.454038417
SNHG25,-1.774745752
CLEC18A,-2.241728659
SNTB2,-0.742542103
DUOX2,0.921700511
SPN,0.307728514
PDCD2L,-0.588517836
SNORD14A,-1.566145468
TLK2P1,1.184959085
ABHD18,0.516353786
LONP1,-0.440127277
ARPC4,-0.657683477
STXBP5-AS1,-1.216484648
NDUFA10,-0.230545249
GINM1,0.714672946
PLSCR1,0.680170865
CDK5RAP2,-0.422670975
DDOST,-0.310372421
BLVRA,-0.307014276
BRD3,-0.705075772
ZSWIM6,0.94692096
POT1,0.539271927
ALG13-AS1,-3.657784805
RPSAP15,-0.554217448
ADAMTSL4,-0.989258209
LINC02910,-0.958531595
MED31,-0.717563069
ARPC5,0.343283431
CCL3L3,-2.269159638
WFIKKN1,-1.423794871
ADD1,0.379683676
YWHAH,0.575117097
ELF3-AS1,0.940287168
XYLT2,-0.603220195
LRRC4,-0.663866307
KIF4B,1.700925392
HNRNPRP1,2.301176494
ANKRD55,-1.267582146
SDHAF4,-0.5762351
PPIAP29,1.618634717
LCN12,-2.905976474
BAX,-0.293776602
PROCR,-1.992079747
AP2A1,-0.494271152
NPRL2,-0.277036129
ZNF790,-0.497540834
PDZD8,0.362760965
SPAG16,-0.442367064
ELL2P1,2.863944854
TMEM219,-0.821734621
ATF7IP2,0.476294103
NUGGC,-1.239541183
MFSD13B,-1.658051857
MAGEH1,0.567832602
DCTN1,-0.698175085
LYRM4,-0.369070929
SOWAHC,1.643394544
CARM1,-0.62590421
KIAA0753,0.408965164
FAM207BP,-1.098595783
NSUN5P2,-0.784745646
RAB11A,0.69129529
HMGB3P9,-1.217997437
NME9,-0.668948122
MAPKAPK2,0.357562235
OR52B3P,-2.531574276
C11orf94,-3.607011009
LASP1,0.317487784
ZC3H7B,-0.494340472
NFS1,0.566130996
ARAF,-0.529062066
NUDT16L2P,-0.659380254
WDFY2,0.400695458
IPO9-AS1,-1.360835835
H2BC6,-1.326578085
HM13-AS1,-1.153093803
CSRNP1,0.578420932
TRAF7,0.492071704
CREB3L3,0.48159924
PRRT3,-0.846673159
SCFD1,0.373646399
CKMT2,-1.792503814
LIN37,-0.582852734
CES4A,-1.718848242
CCR5,1.066241395
LINC00937,1.216765803
PDP1,1.084229283
GAS7,-0.683767285
CAPSL,-3.202823631
ACTL6B,-1.320299385
VKORC1,-1.24624037
BOLA3-AS1,-0.460175236
EFEMP2,-0.773479438
ARSB,0.401705773
IQGAP3,-0.900960135
RAET1G,-1.530280329
GGN,-2.129516679
NCAPD3,0.437728765
ALG9,0.671052842
OR2T33,2.862062833
PCBP2P2,1.394113197
CDK13,0.484123011
TXNL4AP1,-3.983137221
CMAS,0.58388976
SPEF1,-2.064415419
RANBP10,-0.391079983
SLC16A8,-1.575412991
IL31RA,-3.322854411
DCP2,0.540316375
CXXC5-AS1,-2.779345646
TAPBP,-0.724040607
USP38-DT,1.211928174
UNC119,0.790696758
MIR339,-2.902789036
RABAC1,-0.769788493
TUBA1C,0.755825407
TMEM201,-0.609636014
ZNF791,0.503139088
EIF3J,0.378108356
SERP1,-0.321532948
IQUB,1.624526364
PBX2,-0.565700399
TNFRSF21,1.495226034
PEX19,0.608486195
PIGX,-0.351608554
MAGI2,-1.447781236
SLC13A4,-0.929001459
MIPEP,0.549465867
TMEM102,0.760047174
CDC42,0.392355816
NAALADL1,-2.193446905
CYP2T1P,-1.177357639
RNF170,0.607613014
HPS4,0.334954761
ATG12P1,2.092140042
FAM209A,-1.760442016
PERCC1,-2.961452829
TAF3,-0.722971947
SPRYD7,0.509171889
IQCN,-1.859904783
ZBTB49,0.853486144
FDFT1,0.408014021
ANKRD13B,-0.839730746
LMBR1,0.485030293
CNBD2,2.703837558
GTSE1,0.325434367
LEO1,0.333755737
SYNGAP1-AS1,-1.153063063
G3BP1P1,2.160957207
ERC1,-0.504173986
EZH1,0.302062971
ERVK13-1,-0.337234806
SEPTIN9,-0.48264562
SP2,0.427157642
ZNF449,0.882994441
DOK2,0.584515611
SFRP5,-1.069803265
VDAC2,-0.379782328
KEL,-0.589997352
RC3H2,0.309929998
POMT1,-0.828260182
ZNF384,0.524037986
TYMSOS,-0.819745855
PWWP2B,-0.598436744
STAU2,0.671467039
CNTROB,-0.501447225
ARL4C,1.178007592
ELP1,0.370229855
PGAP2,-0.49091673
GPATCH8,0.535415214
HSPB11,-0.444070814
TGDS,1.042382605
BICRA-AS1,-2.830900485
RNU6-1136P,-2.5847214
HMGB1P20,-2.94256377
SIRPA,-0.664833287
CDK10,-0.65943909
COG1,0.442550656
SLC27A3,-0.676540936
TANC1,0.314324315
PLAAT3,-2.465475267
BYSL,0.323972467
H3C8,-2.680287118
MRPL10,0.373234117
MRTFA,-0.712996954
CAMTA1,-0.34060585
ITFG2,-0.486528744
KAZN,-2.422846562
CST6,0.573764878
USP54,0.527988275
SYBU,1.435726211
ASB16-AS1,-0.583025313
STK4,0.440703111
TACSTD2,-3.250171288
KNSTRN,0.591696388
CBX4,0.364190688
SYNGR3,-1.78142584
CSPG4P10,-0.930320044
LMTK2,-0.641116473
MZF1-AS1,-0.57100499
LINC01786,-1.350694889
TNIK,0.540833693
SNX29,-0.47391293
LPCAT1,-0.909191099
TAFA2,0.502203784
TMEM62,0.590999819
FEM1C,0.784966756
ZNF826P,1.358119731
ZNF639,0.563440039
SOCS5P4,-1.728848402
ARRDC5,-2.34938534
MCM3AP-AS1,0.599017204
EEF1A1P19,2.173377929
WDFY3,0.51555204
PTDSS2,-0.807742118
ZNF75A,0.376433759
SCAMP1-AS1,-0.502337354
TEX21P,-1.109295569
WBP2,0.298844908
ZNF106,0.26774397
WDR35,0.882555871
VPS29,-0.373735707
S100A1,-1.900447349
TDH-AS1,-3.460427861
PSMD2,0.301154256
ARHGEF3,1.366719022
RMDN3,0.333064262
AP1G1,0.552623375
PARP8,0.912762086
HS6ST1P1,-2.638091664
LCT,-2.746343931
RBM12B-AS1,-1.683587321
ZPR1,-0.352982438
PSMD6,0.467105076
PDGFA,-0.853551217
L3HYPDH,0.849780199
CCDC137,-0.342062779
PTGER2,-1.041644627
NUTM2E,0.723695369
MINK1,-0.774100653
XRCC5,0.299408416
CEP128,0.413440633
RN7SKP9,-1.052362153
PLAC9P1,-2.799870954
RBBP8NL,-3.583979541
DGKA,-0.470586295
LINC01979,-1.677376602
PRR29,-0.851549428
OR1F12,-1.628126171
CEP85,0.503381523
PSMD6-AS2,0.974042063
SLC10A1,-1.326838615
AP1M2,-1.85755682
GNRH1,-1.036978065
MYT1,-2.512744034
MT-TF,-1.618159075
TRBV20OR9-2,-1.597450251
ACO2,0.26328835
SUMO3,0.332362684
SNORD12C,-1.629676898
RINL,0.377412753
SEC14L4,-0.974050763
CEP70,0.406799414
TRIM41,-0.616347489
SLC4A1,-0.448774412
THEM6,-0.396552083
ATP6AP2,0.492505931
TRIM21,-0.269862005
TULP4,-0.655429797
ZNF354A,1.238300815
ZFPM2,-1.31382969
FAM89B,-2.006825246
FPR3,1.268305165
ALKBH1,0.639684846
ZNF850,-0.509656228
C2orf49-DT,1.024640353
CHRNA7,-2.542243501
ZNF623,0.471048402
PGRMC1,0.730995923
DPP3,-0.319009547
PCLAF,-0.346426218
RPL7AP50,-1.17229814
HEPACAM2,-1.555535179
KATNIP,-0.622714069
WDR74,-0.44519612
RNGTT,0.518492122
BEX1,0.429018309
TBC1D10B,-0.711504743
TOMM20,0.297395771
SMAP2,0.377672813
DOP1B,-0.550672802
ZFP30,1.213685587
NUDT4B,0.723391062
P2RY8,-0.327741287
PIGS,0.453205067
FBXO17,-3.948272956
HSCB,-0.876301923
PDE6C,-1.540693189
DHODH,-0.315876461
RABGGTA,-0.466701972
SMYD3,-0.354227615
MRTFA-AS1,-2.325150022
IL13RA1,1.715495042
VPS72,-0.271301598
C9orf85,0.490060071
SESN3,0.437405703
SLC35E1,0.411668715
RSPH3,0.31000302
INTU,0.831802784
PIN4P1,-0.947116605
PRANCR,-0.682145831
MYDGF,-0.279664591
ARRDC1,-0.669966324
GAS2L3,0.814268226
ZNF22,0.963704291
TCAF1,0.605222791
ACTR5,-0.310654154
TIMP1,-0.380329362
CALML4,-1.316736185
TGM1,-0.697334429
SLC50A1,-0.422227672
HMGN3-AS1,1.982807229
ICE2,0.558696971
DCUN1D1,0.484688372
COL6A1,1.242725792
MROH7,-2.134670475
ZNF274,-0.204922631
C1orf43,-0.257445926
LINC01943,-1.360438759
TIMM9,-0.495588286
KIF1C-AS1,-1.394975076
P2RX6,-0.653086739
STEAP3,-0.321926949
SELENOF,0.731955719
THOC7,-0.372891914
MTPAP,0.712437183
TMTC4,0.57924832
TLE2,-1.268968828
LOX,1.970735527
PIBF1,0.852217675
MTND2P28,0.512474458
GAN,0.490264446
STK16,-0.425599712
SNHG7,-0.340608413
TCN1,-1.2538981
IGSF23,-3.563053628
GORASP2,0.659063281
TRIM24,0.487425962
PRR12,-0.683040216
SPDYE12P,-1.726467557
USPL1,0.645818733
GTPBP4,0.459710629
DHX38,-0.55174746
LRRC40,0.924378229
KLHL30,-1.301955134
ITGB3BP,0.452948307
PLEKHA7,-0.906202312
CNTN2,-2.152203849
PAPPA2,-3.085687607
DOP1A,0.901319968
POM121,-0.747325614
ZNF331,0.306171394
MCM2,-0.673276772
CD19,1.969647621
CXCR2P1,-2.051448262
XACT,0.60752619
NFRKB,-0.361472837
MCM3AP,0.483474836
CSF1,0.542352357
ORM2,-3.13021696
OR2AT4,-0.892485393
PELI2,0.86243661
GPR162,-1.679429337
MTUS2,-0.585004059
PAN2,0.469975019
DDX1,0.544457357
KIAA1191,0.556990257
NMT1,0.252570743
DYNLT1,0.398194048
TET1,1.41322752
KRT79,-1.588631062
C3,-1.022127798
BRD7P2,0.704276253
SLC6A12,-2.669237798
RBM15B,0.378531812
ARHGEF37,-0.497462606
LINC01504,-1.355373944
MYOSLID,3.033493353
ABHD2,0.402706087
LPP-AS2,-0.786933151
PSAT1,0.714183199
AAAS,-0.315108219
GTPBP8,-0.497674117
SPDYE2B,-1.706731505
ZNF14,0.933612713
SYNGAP1,-0.735477274
FOCAD-AS1,-2.487805303
SEC14L2,-0.392036683
HSD17B1-AS1,-0.726208351
NISCH,-0.648278812
HAS3,-1.286588048
NDST1,-0.610112797
SMN2,0.564641783
DYM,0.358433399
PIGT,0.353419289
IFT52,0.544672834
TMEM181,-0.316458705
WDR17,1.100982144
SUSD6,-0.264787692
TMEM150C,-2.538073047
BTG1,0.481943752
PNMT,-0.676539911
MYBL1,0.766276353
ZFY-AS1,-1.535323018
SYF2,0.505842868
TECTA,-1.608263004
C4orf33,0.699898279
DTX2,-0.445775094
FAM214A,-0.647644617
PPP2R2D,0.315563099
NCOA6,0.333774086
BOK,-1.375040504
STPG3-AS1,-1.358534928
RAB10,0.437229524
WDR76,0.489375318
DHH,2.583808957
METTL3,0.728280488
SLC7A6,-0.798412667
TMEM214,-0.512994224
BZW2,0.78500769
RRAS2,0.780802944
CCDC117,0.405266552
BICDL1,-0.89990679
ATPSCKMT,0.434195196
P2RX4,0.2665338
NPFF,-2.348121843
RXYLT1,0.783877751
THBS4-AS1,-3.185615731
PSKH1,-0.60604971
ATP2A2,0.502223926
RNA5SP37,-1.021061279
PAAF1,0.379335304
UQCRH,-0.508015656
ACP5,-0.614196856
PDPK1,0.553582256
CAP2P1,-2.025501744
ZNF81,0.575398917
ACAD10,-0.473796432
SFXN1,0.333904097
CD40LG,2.80557414
PPRC1,-0.55930524
TPI1,0.301561358
CRLS1,0.85585773
LAPTM4A,0.530501116
SLC39A7,-0.220000555
LINC01182,-2.500957991
NUFIP1P1,1.228582207
NHLRC2,0.908873329
OTUD7B,-0.537814667
SRPX2,-1.042500226
NRP2,2.726931315
CICP3,-2.228615416
ZNF705E,2.16967971
GTF2IRD1P1,2.75652661
CAMTA2,-0.698785675
RPL39P15,-1.012894607
NCBP2,0.211769478
MLH1,0.554537485
RUNX3,-0.514980541
CHD7,0.30508595
COX8A,-0.780010207
TWF2,0.36754174
PHACTR2-AS1,-2.49697938
IKBKG,0.583237614
MLLT3,-0.325444111
FAM201A,-3.606128899
REM2,-1.138456131
GRAP2,-0.267532662
CAST,0.402642729
SH2B1,-0.391675606
TEX38,-2.22758731
TRIM15,-0.554589234
SMARCD2,-0.426445965
EXOC3L4,-1.119376519
ZBTB45,-0.73061346
IGHG2,-1.847868394
CLSTN2,-1.909067039
PTDSS1,0.619185842
KIFAP3,0.741001111
FBXO44,-1.07028328
HLA-DMB,0.518482214
TMEM67,0.680251552
MAST3,-0.875484912
NT5M,-0.413217287
RNU6-942P,-1.759046033
ATP6V0E2,-0.494515782
WDR45,-0.430117276
LINC02037,-1.719876259
MMRN1,1.402627007
MTERF1,0.570786071
PIP5K1C,-0.644722375
ICOSLG,-2.358280818
AP1S1,-0.354526802
ANKRD20A4P,0.620874704
LCMT1-AS2,-0.993436201
ARL6IP5,0.552558791
E2F5,0.905142747
HIKESHI,-0.368058656
AHCTF1P1,1.753172552
GOLGA4-AS1,1.548444788
GABPB2,-0.253642311
GTPBP10,0.447209684
TMEM223,-0.729670556
MZT1,-0.31395501
PRORP,-0.451861914
MYH10,0.460698519
NEURL2,2.67615542
ZNF92,0.698661165
SLC38A10,-0.595760729
WNT8B,-2.848401995
SLAIN1,0.732961497
PSTK,-0.502078836
NPIPA1,-0.306541556
FAM87B,-2.508776853
TNK1,-2.099489314
LINC01977,-1.561460759
KIAA1586,0.629824206
GFAP,-1.648718899
ARHGEF9,0.333938364
NACAP8,-1.151001878
ANAPC13,0.564526722
MAPK9,0.475609105
SLC29A4,-3.022341769
NOMO2,0.528114474
AKR7L,-1.444971654
ZNF141,-0.462438766
LINC01560,1.22405125
CA5BP1,-0.605533963
PDE7A-DT,-1.516042174
DPP3-DT,-0.718128763
SDHAF2,-1.025068086
ADCY10P1,0.895302871
PLXDC2,-0.784356789
PPTC7,1.11365265
MRPL37,-0.22420275
HMGB1P31,-0.631893697
EIF2B1,0.382769105
DTWD1,0.332643591
RNU6-539P,-2.287117727
HMGN2P6,-1.514826966
COA6-AS1,-1.16933629
SAMD8,0.553269938
SPOP,0.575308798
MICA,-0.507376081
FAM186B,-1.426286453
PRKXP1,-1.369825732
DCP1B,0.462320008
PON2,0.469256262
LDLRAD4-AS1,-2.414469594
SETBP1,-1.484181249
SLC15A2,-1.016398592
TCIRG1,-0.709139998
SPATS2,0.330185277
CFAP298,-0.518815259
POLD1,-0.796431655
FAM153CP,-1.927390427
CSAD,0.578059523
ACTL10,-1.475249054
CERS4,-0.718009633
HNRNPCP2,0.515404228
RNY3P1,-1.805941715
CRYBG1,-0.558320538
LRRC14,-0.500799511
DHX9,0.439284813
SCAND2P,-0.894759651
HAUS7,-0.9596148
NOL8,0.533956489
QARS1,-0.286683718
FST,0.774674135
TFB2M,0.757242316
TTLL5,0.378288878
LINC00167,-3.63444678
CFAP43,-0.60928303
PSMD12,0.508281539
TYW5,0.515528349
CHRM3-AS2,-2.635401084
SKOR1,-1.699880069
IFT57,0.450032125
NAXD,0.3260256
CYB5A,0.574455514
GNMT,-1.964543085
ALG14-AS1,-2.466528635
MRPS16,-0.433284249
CFAP126,0.695645176
ZNF880,-0.398631001
ETHE1,-0.914573739
PABIR3,0.441162375
RAB22A,0.501655948
LINC02762,-0.768176218
ARHGAP39,-1.111888089
IPMK,1.196589657
RPL7L1P8,2.237570121
ZNF529,0.680399239
MSMO1,0.317493418
PPP1R7,-0.315616831
IMMP2L,0.484022032
FXN,-0.524552548
IPPK,0.892765577
CSE1L,0.342191539
MED17,0.957116302
TM7SF3,-0.368223951
USP3,0.580994805
SEC31B,-0.667639717
NEB,0.707446927
MMP24,-1.304711067
RPS3AP5,-0.937883295
IRF2BP2,0.379365909
GTF2H2,0.757341717
C19orf25,-0.466645874
LINC01094,1.175198365
MELTF-AS1,-0.964324383
MRGPRG-AS1,-2.50111325
AHCYL2,0.721335733
RNPC3,0.482970388
MRPL30,-0.360227245
RAB30-DT,-0.469932146
CLEC4OP,-0.722816828
GDF9,2.706469034
SMO,2.409968072
CCNT2-AS1,-0.612405185
ABL2,0.509938823
ZNF846,-0.377589424
INSIG2,0.81125797
RNU4-1,-1.958811708
ZNF207,0.45009797
XPNPEP1,0.474191502
BMP8B,-0.690272445
VPS45,0.454813877
C7orf50,-0.333200003
TMEM140,-0.654434356
DCDC2B,-1.769827999
FGL2,1.21025321
LINC02576,-1.165946464
CCT5,0.696270658
BANK1,1.3463247
CUBN,2.337717449
SNORD91A,-2.934616582
H1-0,-0.213990011
CCDC162P,-0.96017335
GTF3C1,-0.449948884
CRYM-AS1,-1.302097481
METTL16,-0.515516336
HMGN1P37,1.675638759
RHEBL1,0.555294266
HMGB3P6,-1.853087411
AXIN1,-0.249200779
CYP4A22,-1.273939353
PITRM1,-0.27025525
CLCN2,-0.507022088
SELPLG,0.307656418
PAGE1,-1.890277023
ZNF222,-0.383051473
RPL23AP82,-0.307315032
DCST2,-1.793197744
UBAP1L,-1.0640951
LIN54,0.589816328
FBXO30-DT,-0.602462477
NPM1P37,2.725871128
C2orf76,0.644818954
ADAMTS3,0.578201302
CCDC152,1.11527255
MRS2,0.692199861
ST13P6,0.618351045
KLHL18,0.363599486
SPECC1L,-0.317239793
MOB3C,-0.353701523
SLC6A13,-1.880944724
ANKRD42,0.326587157
HLCS,0.315909901
SETD1A,-0.777164125
IDE,0.33709376
DBN1,-0.666357393
RNF7,-0.358688264
MAN2B2,-0.426603412
PI4KA,-0.498377093
LINC00877,-1.904962804
LARP1,-0.496649003
ALKBH8,0.370886281
NSG2,-2.443036916
ADCY3,-0.543774174
MERTK,1.403138533
DBNL,-0.452842621
SMAD4,0.355041042
CACTIN-AS1,2.421526595
TRIM25,0.350594165
TRAF3IP3,-0.399340597
RPS3AP34,-0.876339758
LNX1,2.70690995
SH2D3C,-0.871145483
CASP9,0.480737872
A2ML1,-1.319754486
EPN1,-0.547105312
C21orf91,0.919377304
TLR5,-1.461419204
LRIT3,2.860811375
LIN7B,-0.668270224
PTGS2,-1.530732515
BCL10,0.888961546
VTI1BP2,-1.628816915
HACD2,0.738802601
ATG5,0.524520215
DDX10P1,-1.354724121
AKR1E2,-0.40366948
MIF-AS1,-1.474708599
RN7SL749P,-2.242692729
TMEM175,-0.576838551
TP53I3,-0.363396343
CD99P1,-0.700351551
RALGDS,-0.799031349
INA,2.622669208
HSPB6,2.481142045
LINC01088,-1.093732441
LMNTD2,-1.034396231
LNCAROD,-2.49291649
HMOX2,-0.270889556
PLCL2,0.301587868
SNX11,0.558146554
HLA-DRA,0.552226643
ZNF687,-0.46062594
FABP5P15,2.393910805
MRPS30,-0.3751441
RHOF,-1.260899899
PLK2,0.950834099
BEX3,0.384770205
PPFIA1,0.444722059
NPIPB13,0.618552612
GTF2IP23,-1.577032619
HSPA14,-0.32956805
LINC01882,-2.283466522
RPS15AP11,-1.565077302
ZFYVE9,0.678527356
FMNL1,-0.475787783
TRMT44,-0.337394547
IGFL2-AS1,-0.944118384
LRRCC1,0.628368547
GATAD2A,-0.537163785
PTGS1,0.264290194
LAG3,-2.684106405
SIRT6,-0.422987063
WHAMM,0.426570463
TRIM67-AS1,-3.695017687
LINC00852,-1.531252573
SRMP3,-2.868448503
SMKR1,-1.174477329
PPM1A,0.571360626
CD244,-0.388396716
TM2D2,-0.302970615
CHMP1A,-0.438675772
ARID3BP1,2.501681513
CEP68,0.37426125
PPP1R1A,1.534521103
CDC42EP5,2.481664666
OGFRP1,0.82843332
ZNF35,0.508131936
TCHH,-0.909783104
STX7,0.489139461
CELF1,0.384559794
DMWD,-0.817367426
LFNG,-2.485772789
FBXO38-DT,-1.247015051
ZNF767P,-0.516434834
EMG1,0.232734454
NLRP3,-1.27307218
MEG8,-1.463282858
COX7A1,-2.319212277
MTMR10,0.456315851
ITPRIPL1,0.627399138
TMEM230,0.64860351
CPNE6,-1.994900496
LINC00940,-2.542693545
RUFY1-AS1,-1.332998208
DUT,-0.372891365
PGAP4,1.271359666
GOLGA8Q,0.617621538
TNFSF9,-0.489333384
VARS1,-0.499856503
RBP7,-3.314769835
DUOX1,-1.03448207
TAF1A,0.600405824
RNF216P1,0.382793192
LINC01283,2.956471815
TCP1,0.552138609
DZIP1L,-1.597601033
TRO,0.730286506
GAMT,-0.870844322
SHLD2P3,2.338821143
LRRC4B,-1.336629234
APLF,0.589846035
DUSP7,0.630121858
IGF2BP2,0.279816473
SEPSECS,0.568393353
GNA14,2.65203744
KIAA1614,-1.461452613
PSME1,-0.39583682
R3HDM4,0.385669858
SLC66A3,0.986581019
UFSP1,-1.468365975
KANTR,-0.516892042
KTN1-AS1,1.150239918
HLF,-3.674873664
TMEM267,0.546177946
FBXO6,-0.840541928
GPRIN1,-0.692116501
CYP2A7,-2.351113871
PLA2G7,0.846748167
TRAF3,0.314119584
ZNF813,0.663051393
ST3GAL6,-0.816009123
MORC2,0.310890688
TTC39C,-0.721141886
RUVBL1,0.36975163
PAFAH1B2,0.326515566
CYP2D7,-0.761648472
NPC1L1,1.235286782
DTX3,-1.203480059
GPRC5C,1.271797076
WASL-DT,0.852592792
STIM1,-0.528796596
PEX12,0.67342637
CCDC96,-0.805974241
STS,-0.997219131
KDM6B,-0.801972335
RIMBP2,-2.138099305
TMED10P2,2.52640035
CASK,0.649817037
PFAS,-0.762457953
LENG8,-0.842602609
TSPAN1,-3.006629303
DARS2,0.424495094
MTFMT,-0.480645711
MYL9,2.216037817
LDLR,0.44036399
TPI1P1,0.713463805
HDAC2,-0.414205376
PXDN,-1.293752261
NACC2,-0.460644935
SRP54-AS1,-1.010521211
MRPS7,0.286998949
RN7SL182P,-2.188540634
PNPLA3,2.590829248
VPS51,-0.495134157
MCOLN1,-0.45812636
CTSB,0.355763334
COL4A4,-0.583696918
ZNF385D,-2.24633921
DEPP1,-0.697110905
NABP2,-0.257527844
IRF3,-0.57380925
FLNB,0.54777903
TUBB6,-0.297112272
NUDT12,0.458828662
ZC2HC1A,1.029705025
HTATSF1P2,-1.327252066
POP4,0.348196938
GPR135,1.139937121
NFATC1,0.347160126
SNORD104,-1.655848138
PAQR6,-0.74667774
CTCF-DT,-2.828297151
RPL28P2,-2.958965142
ANXA2,0.344880196
STRN,0.511621476
SVIL,-0.767269204
CAMSAP2,1.306402783
GZMM,-3.363222237
SETDB1,0.330251179
ZNF737,0.908766653
SDCBP2,-1.191033696
PRELID1P5,-0.637800462
LDAH,-0.364878655
GAS5,0.261927476
CCNY-AS1,0.516310056
CLSPN,-0.492822401
LINC01730,-2.701465468
BBS1,-0.845720253
LYPD5,-2.3211361
H2AZ2P1,-1.516265043
TMEM147,-0.530016649
SNX3,0.827818787
RALB,0.28646908
TLE3,-0.643598618
DNLZ,-2.544854783
RNU6-510P,2.688865168
UQCR11,-0.413048129
IL27RA,0.360633575
NPM1P40,-2.830572421
SERPINB1,-0.337541998
SH3GL1,-0.487783536
ANKRD49,0.478207421
IFNK,2.865126
NLE1,-0.447554643
PTPN14,-2.241642092
ITGAX,-0.640107456
