,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
LACC1,99.6601327543566,2.0422473986353,0.212732399343512,9.60007692733987,7.98847795741857e-22,2.34351642147374e-19
H2AJ,5225.20250661514,-1.96408413748889,0.204669921671567,-9.59634968073445,8.28258797632329e-22,2.3886141426634e-19
CLK1,974.197148146271,1.8714592706143,0.195249937088291,9.58494173428612,9.2509844790511e-22,2.62342501518424e-19
RGL4,71.0994026953665,-2.43842942127242,0.254687865531574,-9.57418766764968,1.02661146044362e-21,2.86357278679479e-19
EBNA1BP2,8428.82830817248,-1.43309099817359,0.149989642948658,-9.55459970435521,1.24062592211362e-21,3.40471775238117e-19
SRSF11,4956.29503358014,1.26314548641103,0.133250532330108,9.47947797523077,2.55558327051748e-21,6.90210307108808e-19
CORO1A,183.686635012569,-1.93168244140567,0.204065814341706,-9.46597766821977,2.90827542096385e-21,7.73192285745311e-19
SCD,2257.92042293665,1.71444792852104,0.181304546914328,9.45617723162329,3.19407290982071e-21,8.36110008624606e-19
HBA1,1185.16813817838,-2.68195081540421,0.284147313187822,-9.43859290913454,3.77818783448564e-21,9.74028272784443e-19
MRPL23,391.538459977561,-2.43140239169133,0.258158616362264,-9.41825001215316,4.58668476232616e-21,1.16481255568626e-18
HRAS,984.296458422117,-2.01630153341485,0.214372203024364,-9.40561091862126,5.17288159707299e-21,1.29436147609113e-18
ANAPC15,1741.32836360084,-1.94081305775698,0.207114167910421,-9.3707401928988,7.2025624514181e-21,1.77611014653448e-18
DHTKD1,522.134250124768,1.43516005161916,0.153555635665168,9.34618938212442,9.08624189456879e-21,2.2086057976584e-18
BNIP3,631.683194733568,2.7081875709782,0.291545545184291,9.28907203595347,1.55639301323665e-20,3.72986297467911e-18
PCNP,775.659023155919,1.07794036134057,0.116241861474902,9.27325446842835,1.8055102063827e-20,4.26677168911133e-18
ANLN,531.471266329778,2.65747266522037,0.28680529183068,9.26577277656807,1.93669751263732e-20,4.51409701061972e-18
PRAM1,169.22725046402,-2.75108720467858,0.297088886567657,-9.2601484911219,2.04148101427758e-20,4.69402695377473e-18
SNX22,471.650846448077,-1.65438899285912,0.178766204369945,-9.25448408265959,2.1526747212668e-20,4.88370138431395e-18
CALU,881.5392953547,1.92270363881374,0.207971774095868,9.24502205730784,2.35192195828404e-20,5.26552001581617e-18
TMCC2,387.119132573766,-1.57612789821602,0.17064761339713,-9.23615553033291,2.55512983147828e-20,5.64617325748091e-18
RABEP1,1228.1946332322,1.56126379027227,0.169260076166106,9.22405227290635,2.86079490102207e-20,6.24056733857571e-18
DEFA4,102.211951893848,-2.28597188322083,0.248326406380398,-9.20551268204264,3.40044037086617e-20,7.23231161378598e-18
IFT27,159.656474925662,-1.6938914126681,0.183983173719211,-9.20677352404658,3.36074794469666e-20,7.23231161378598e-18
LPO,94.5199754151744,-2.41726998982083,0.262941101948884,-9.19319943479491,3.81327145190834e-20,8.01022392027412e-18
MSL1,915.359528742895,1.31809184902971,0.143549517747619,9.18214055826446,4.22605730920916e-20,8.76906891660902e-18
ARL13B,116.368860851065,2.38192345925021,0.259597124078427,9.17546166085647,4.4964359220424e-20,9.21769364018692e-18
PAFAH1B3,369.126991067512,-1.49316938445502,0.162947470342662,-9.16350147268337,5.02401196340884e-20,1.01766147092145e-17
DHX15,899.731319473281,1.77567484319531,0.194771887619945,9.11668960491951,7.7454029565213e-20,1.55044742712012e-17
PRMT3,260.662545037683,1.8623101080261,0.205285269713044,9.07181557950705,1.17050090017663e-19,2.31582242052388e-17
LAMC1,542.158045683031,1.36222033654329,0.150322630097226,9.06197779843415,1.28106277000063e-19,2.50543483121388e-17
TUBB1,187.818060688326,2.40651903598082,0.266329078449511,9.03588541660891,1.62680049940225e-19,3.14545573833288e-17
PSMG3,617.300868527298,-1.68452952997474,0.186604099497605,-9.02729111798727,1.75973799741044e-19,3.36426314898187e-17
PAM,358.155314794302,2.1770145865669,0.241338833366555,9.0205730930188,1.87107877264285e-19,3.53737836850201e-17
PAF1,9305.04847530588,-1.25534271824391,0.139288213191678,-9.01255525847257,2.01310249468363e-19,3.76405922494967e-17
PQBP1,4221.31759453923,-1.44762801828247,0.160764679003468,-9.00463974584396,2.16375029138294e-19,4.00176208781312e-17
LAMTOR1,1278.35751172824,-1.59334658163092,0.177923111540538,-8.95525358024042,3.38955645920868e-19,6.20143044660599e-17
PSME2,1307.21049524869,-1.22492723430924,0.136845011037146,-8.95120125334156,3.51634621488879e-19,6.36496072833327e-17
ROCK1,1167.28299040317,2.21472951457983,0.247483404465599,8.94900213354584,3.58710228858148e-19,6.42468899370673e-17
HDGFL2,10128.1393181351,-1.48527715439584,0.166291744506076,-8.93175520412907,4.19302487025222e-19,7.43169980909808e-17
E2F1,751.6817013758,-1.38141908421444,0.154960644332777,-8.91464468389696,4.89382953537442e-19,8.5843824272573e-17
GMFB,140.264884936863,2.95077231619719,0.331504233440401,8.90116028255093,5.52658825273421e-19,9.59539786941556e-17
GOLIM4,3888.32671532911,1.37241623730565,0.154243621034318,8.89771796138203,5.70066594089261e-19,9.79765969538261e-17
GCC2,465.758530477907,1.77230560125108,0.199496474251039,8.88389435404695,6.45596025266818e-19,1.09848163699149e-16
SQOR,174.121755531867,-2.28725271485156,0.257663565062792,-8.87689617386984,6.87519222992223e-19,1.15737575368033e-16
RPS19BP1,2203.2211031185,-1.61960429949704,0.18247248961099,-8.87588207378464,6.93813264034048e-19,1.15737575368033e-16
RANBP1,12955.6273956154,-1.17312462706405,0.132259065318158,-8.86989957355296,7.32118976157546e-19,1.20941790090492e-16
SURF2,1306.00521825668,-1.99818797284374,0.225325771916375,-8.86799568397941,7.44742158184021e-19,1.2184411366828e-16
GMFG,384.489812560767,-1.46314304899857,0.165525819015358,-8.83936450338792,9.62645771538141e-19,1.55994455264014e-16
NDUFAF8,3121.18149228356,-1.57347044538866,0.17821248449288,-8.82918191655383,1.05444103127687e-18,1.69257680633735e-16
JAZF1,382.078966822689,-1.4633139801706,0.166086016261966,-8.81057907887037,1.24501024638131e-18,1.97979900394186e-16
TIMM13,973.726146131288,-1.49659121925474,0.169888290085501,-8.80926648035326,1.25967409083658e-18,1.98456987551707e-16
TTK,127.580181138452,1.99803778434782,0.2271062444106,8.797810863956,1.39510913466438e-18,2.15798017511949e-16
AGAP3,557.293596378411,-1.38052910879289,0.156911910938585,-8.79811545557702,1.39132854728372e-18,2.15798017511949e-16
IFTAP,1677.43878918988,-1.2503141332819,0.142421063669627,-8.77899729903887,1.64938490042437e-18,2.52831388114601e-16
RMI1,56.4527598235455,3.52153333729326,0.4013506735291,8.77420562504159,1.72114483247419e-18,2.61475708254896e-16
PITPNA,740.127928599939,-1.0121981456135,0.115592427060966,-8.75661296634638,2.01205068294409e-18,3.02964976728262e-16
ASPH,146.068510652941,2.05382965100248,0.234960054272122,8.74118648535807,2.30674883926996e-18,3.44292381580512e-16
USE1,815.020377273842,-1.31899171654786,0.15093415423768,-8.73885518628742,2.35484493198284e-18,3.484146653712e-16
AIF1,610.855472373337,-1.51160258809791,0.173018262768188,-8.73666492723473,2.40093280250996e-18,3.5217130719575e-16
SSBP1,2652.83673201931,-1.01158026038406,0.115819101870844,-8.73414008608117,2.45516690992892e-18,3.56379214363492e-16
CFD,67.1343921003334,-2.33209481398922,0.267032024059665,-8.73339002017279,2.47151027298807e-18,3.56379214363492e-16
TRIR,9105.72333906177,-1.02699033172507,0.117683790575,-8.72669317250256,2.62227260659858e-18,3.74940910935083e-16
SMARCAD1,227.29385511115,2.41092661746348,0.277127037319471,8.69971634952445,3.32714760518444e-18,4.7176180418511e-16
CYBA,201.609147956186,-1.6539924787344,0.190231117016628,-8.69464735671939,3.47908617274141e-18,4.89228522555331e-16
BAZ2B,410.099770139147,1.91655756301562,0.220671157521895,8.68512942306681,3.78311399715414e-18,5.23330769606322e-16
TESC,874.504134968536,-1.40404995613056,0.16165638497737,-8.68539746405384,3.77420354819368e-18,5.23330769606322e-16
STAM,283.753676912317,2.42870809056984,0.279719847754906,8.68264483218903,3.86670364202207e-18,5.30580342491979e-16
RPS20,6973.72507163325,-1.57644216800463,0.18191553051261,-8.66579210451392,4.48384508166213e-18,6.10340992515849e-16
RPS28,477.608686286072,-2.14923616813039,0.248130761792273,-8.66170785357787,4.64748170997941e-18,6.275944547246e-16
SMC6,1176.19308165049,2.12552846894384,0.245879293650824,8.64460133012393,5.39934808594942e-18,7.23385099861649e-16
ACTR1A,856.440442441953,-0.984546856792841,0.114015692737302,-8.63518725497975,5.86309153894652e-18,7.79378926056055e-16
RPL13P12,63.5156890612594,-2.31340413071932,0.268939265685094,-8.60195748964425,7.83678229585731e-18,1.03366550979854e-15
TLK1,508.594943568703,1.34901714610834,0.156893369762235,8.59830564001982,8.09016048290051e-18,1.05251248416868e-15
TOMM7,1291.57675840038,-1.27056973333341,0.14777300284165,-8.59811811968744,8.10338733036129e-18,1.05251248416868e-15
BAD,360.012931265927,-1.36175217207083,0.158638965890716,-8.58397030278752,9.1653642363139e-18,1.18142933697637e-15
JAK2,366.210763833549,1.74607820424004,0.203469839543435,8.58150872953978,9.36367802006055e-18,1.19791715422053e-15
ACLY,913.726078546093,1.39169919839114,0.162280174104507,8.57590402568151,9.83115027458636e-18,1.24833598449319e-15
MYL4,5065.35915244834,-1.44749694888378,0.169211013409058,-8.55438969202637,1.18493971163367e-17,1.48248155834168e-15
EVA1C,43.7808673082815,-2.48512319809013,0.29049171994676,-8.55488479515213,1.1798650615295e-17,1.48248155834168e-15
HMGB3,4031.65574505334,-1.04599516021535,0.122319547222404,-8.55133283246627,1.21675202844859e-17,1.51117049372648e-15
LIG4,142.975159092283,2.62475548990004,0.307957779912102,8.5231017402749,1.5533622207074e-17,1.91525059314033e-15
METTL26,87.1250631002774,-1.91529521225199,0.225226829555394,-8.50385016755264,1.83404219538498e-17,2.24505237082557e-15
KIT,1016.91852477896,2.98937176346483,0.35254888873313,8.47931126433846,2.26530895110951e-17,2.75315941450917e-15
CTSG,271.708472722828,-2.15219289922176,0.253869808266699,-8.47754569129704,2.29994049761238e-17,2.77542465013295e-15
FBXO11,508.583876504902,2.0717547930731,0.244407310149216,8.47664823039969,2.31774382615412e-17,2.77721205647974e-15
PSMC5,3309.80717818445,-1.01726428770706,0.120144447032484,-8.46701044312118,2.51771525706958e-17,2.99572902790482e-15
CARD16,72.210315254007,-1.9963939022741,0.235994288640631,-8.45950092171165,2.68524225799511e-17,3.17287479304075e-15
TMEM256,49.2376950115402,-2.24450762403564,0.265608110447358,-8.4504483701769,2.90186220416773e-17,3.40518520026992e-15
XPO1,817.702505213567,1.52265110864044,0.180221017275902,8.44879876751223,2.94315253829166e-17,3.42998222185155e-15
DOK1,227.162722075285,-1.5405390960555,0.182450881806819,-8.44358262782552,3.07756644848642e-17,3.56223082455758e-15
SLC25A38,2951.73364197026,-1.44683409619722,0.171425409187394,-8.44002124921639,3.17279978898743e-17,3.64764786551494e-15
VPS41,708.379234601089,1.89293964664231,0.224509607607729,8.43144160649783,3.4143265600766e-17,3.89897761206063e-15
CEP131,2636.38408093293,-1.58902228046961,0.18850148285086,-8.42976010818343,3.46374547902942e-17,3.92904195504571e-15
RPS12,12398.6228927111,-1.68359548601693,0.199794363088936,-8.42664157280301,3.55727362017648e-17,4.00841130114588e-15
LINC01215,74.5112980721248,2.49522906974353,0.296250629994811,8.42269624806277,3.67917456092941e-17,4.11849704961934e-15
COPS9,142.784053104509,-1.69426216907935,0.201282466423761,-8.41733609082677,3.85141580320316e-17,4.28312679029423e-15
WDFY1,95.8675828570296,2.02473088054217,0.241246077414025,8.39280332449648,4.74685320257637e-17,5.24465631440499e-15
PSTPIP1,102.368692134558,-2.37672382567127,0.283414074695654,-8.38604726396715,5.02761279322854e-17,5.51902139850216e-15
CDC37L1,287.159426457158,1.5937785563904,0.190096878299959,8.38403329209613,5.11443179716262e-17,5.57833698902064e-15
S100A4,2236.01408396453,-1.80338515009557,0.215554470307188,-8.36626188974672,5.94749281699638e-17,6.44564269306964e-15
RPL34P18,193.085710469034,-1.50906996979878,0.180471436912871,-8.36182165783574,6.17571532955842e-17,6.65062002104029e-15
HK2,207.111264892918,1.55913293699535,0.186535157253673,8.35838648301059,6.35818553215887e-17,6.80405829117504e-15
HBBP1,948.477021863272,-1.19367502009314,0.142826937963607,-8.35749220078704,6.4065540253158e-17,6.81296979629678e-15
PLAC8,85.8003188846314,-2.09919859622917,0.251545088112176,-8.34521799643743,7.10826428642678e-17,7.51224328158706e-15
NUS1,200.94682780062,1.56661628946454,0.18783830413958,8.34023867837103,7.4140733671569e-17,7.78706532976387e-15
ZNF292,192.716698478102,1.77921772349642,0.213612101060282,8.3291991168343,8.13910744163904e-17,8.4961296392324e-15
ODAD4,834.109938987294,-1.55673417207851,0.187029106886748,-8.3234861032682,8.54132944067122e-17,8.86162929469639e-15
H1-3,33.6946447659202,-3.8143030064813,0.458834508909765,-8.31302557330408,9.32924044702352e-17,9.62042583067305e-15
SNRPD1,18753.5196631374,-1.16655016901673,0.14076522299816,-8.28720435467202,1.1594133701254e-16,1.18839870437854e-14
HYAL3,80.3153550328639,-1.86720633777467,0.225554319552536,-8.27830006305756,1.2494606395788e-16,1.27302831032535e-14
SLC2A4,139.715788365506,-1.94355278542202,0.234810556855161,-8.27710990277522,1.26200739647214e-16,1.27815808636746e-14
RPL34,9771.19916204034,-1.64967743915501,0.199329186991434,-8.27614592751987,1.27226068281012e-16,1.28091807798901e-14
CSPP1,573.708981165171,1.18733453036081,0.143608009161662,8.26788517779817,1.36356120796254e-16,1.36476435020486e-14
H2AC8,61.7396888338384,-2.76658912420943,0.334734650150506,-8.26502163120997,1.39669415342961e-16,1.3897515216728e-14
EIF3K,3343.834240954,-1.5504165786316,0.187617436440788,-8.26371262737573,1.41210327020017e-16,1.39691495014279e-14
SAC3D1,510.058153424475,-2.13303320517658,0.258727213027246,-8.24433263211458,1.66084546391807e-16,1.63348471494601e-14
H2AC16,53.1722347272395,-3.15131315502343,0.382543915224551,-8.23778141438643,1.75433320432138e-16,1.71551606158208e-14
CLINT1,1226.32060708333,2.10137536958424,0.255846283684183,8.21342932687728,2.14959266090213e-16,2.09001823572856e-14
IER2,172.053747654857,-1.36634249256778,0.166430999411717,-8.20966344850044,2.2180933280671e-16,2.14436693051487e-14
ENTPD4,235.921824546392,1.53844399328186,0.187570001271923,8.2019725054624,2.36474389955967e-16,2.2732269746332e-14
PIN4,713.18318389545,-1.32013652137088,0.161230128078415,-8.18790220602458,2.65818672350323e-16,2.54095770227008e-14
ADSS2,229.452287363868,1.66978431919494,0.203972622120688,8.18631589786078,2.69344178653148e-16,2.56027441328676e-14
RILP,1378.09577315571,-1.29367893025874,0.158122632490452,-8.18149122540608,2.80352518195664e-16,2.65011005394402e-14
RPL22P1,578.452860399379,-1.79600394586547,0.220046610252752,-8.16192507488539,3.29726719619327e-16,3.09961333388003e-14
CAP1,1069.26949115093,2.53602092523843,0.310808961061458,8.15942023221451,3.36636508179594e-16,3.14718142125043e-14
UBALD2,432.661588121217,-1.42432580274681,0.17462216456086,-8.15661520591447,3.44543859676188e-16,3.20350479365592e-14
PPP4R3B,681.471432948585,1.66253350041041,0.203911450002742,8.15321307551907,3.5438042043001e-16,3.27705589870468e-14
ELF1,638.912831505663,2.35943359229656,0.289594260916969,8.14737690182695,3.71903153778201e-16,3.42050387110058e-14
GSTZ1,481.036251919546,-1.23903283519576,0.152353263060693,-8.13263077077759,4.20072640274587e-16,3.84276127649038e-14
INTS2,150.287563015783,2.22922475202746,0.274365217048504,8.12502683834505,4.47263435130283e-16,4.04797199401158e-14
PODNL1,66.5025498946888,-2.19174451981235,0.269740109635352,-8.12539344918063,4.45913561367317e-16,4.04797199401158e-14
RPS5,3936.30243367476,-1.67684038925669,0.206671304581567,-8.11356173829583,4.91572016628013e-16,4.42544860472256e-14
BCAT1,1159.27340927145,1.2004662903566,0.147983589177761,8.11215822664345,4.97284873543138e-16,4.45331690701921e-14
SMIM4,166.464996267464,-1.81688168814621,0.224002413730897,-8.11099156426455,5.02083415339867e-16,4.47274833089416e-14
NDRG1,130.657605022764,1.47751829602591,0.182412497684697,8.09987426727648,5.50160180334645e-16,4.86253201426728e-14
EVPL,546.976202635619,-2.8823879772167,0.355869413410626,-8.09956649432752,5.5155373420722e-16,4.86253201426728e-14
DICER1,266.128069110364,1.83026353779923,0.225991002758591,8.09883365026863,5.54885969169899e-16,4.86669317805455e-14
CARS1,4210.97951997161,-0.998251471385772,0.123358561080884,-8.09227557973246,5.85602312350467e-16,5.10975556135549e-14
TMEM186,326.920083245364,-1.36986101687382,0.169507201591674,-8.08143255278135,6.40103273714857e-16,5.55681489911137e-14
CCDC82,574.190710880911,1.82511538567317,0.226039498295478,8.07432063615438,6.78533607319007e-16,5.86053265407761e-14
TMEM86B,28.2453176862257,-3.09578921983053,0.383469527000474,-8.07310360238013,6.85334078334257e-16,5.88937340548353e-14
RINT1,61.2648636342896,2.44021999119586,0.302405654549921,8.06935966467858,7.06678072219775e-16,6.04227507478366e-14
BAG4,95.5056101676999,2.20742545360047,0.273610282140523,8.06777229397674,7.1592408392636e-16,6.09072414400351e-14
TMSB10,10934.8959571781,-1.27899551951622,0.15861406414653,-8.06356943438929,7.40984112494889e-16,6.20202671696791e-14
ALS2,732.885658108391,1.60430569874875,0.198967835327512,8.06314093988093,7.43587099771644e-16,6.20202671696791e-14
IPO7,2013.18174456059,1.73339106902179,0.214945718216606,8.06432006835794,7.36445837735622e-16,6.20202671696791e-14
RPS15A,2342.50285914135,-1.63197063273496,0.202394360350347,-8.06332068694996,7.42494090201584e-16,6.20202671696791e-14
PPP1R14B,1550.72187436521,-1.08624134615302,0.13480304839361,-8.05798799876776,7.75604313205262e-16,6.43751579960367e-14
RNASEH2C,2651.23781055554,-1.37096441884135,0.170221397725144,-8.05400752880109,8.01262870550104e-16,6.61819793320874e-14
BUB1B,945.878709897584,1.94692694129562,0.241774713581534,8.05264914785664,8.10209123661004e-16,6.65976243434395e-14
SMIM1,790.719035796149,-1.38012672478053,0.171406869455141,-8.0517585390107,8.16127983469202e-16,6.67616232631177e-14
NOC2LP1,95.132583716006,-1.59077693542504,0.197827402506598,-8.04123652875634,8.89363981944386e-16,7.24044409224102e-14
NFKBIL1,579.361109903851,-1.49868607604698,0.186547921470308,-8.03378597968199,9.45099983998702e-16,7.65756010844662e-14
TNK2-AS1,41.3034020846864,-3.46200636263727,0.431129116961458,-8.03009174383081,9.73998028972258e-16,7.85430164121468e-14
WASH8P,589.997559595729,-1.6026041286715,0.199618584658122,-8.02833128697017,9.88073699519321e-16,7.9302235836421e-14
DAPK1,368.640126153123,1.32140859674512,0.164643175027448,8.02589355146253,1.00789591675775e-15,8.04818062017218e-14
MRPL54,349.938901849846,-1.92154532381789,0.23943395785313,-8.02536674850679,1.01223076856706e-15,8.04818062017218e-14
NGLY1,359.445003957981,1.27784088074046,0.159735164652576,7.99974685298482,1.24675264139983e-15,9.86674241554332e-14
H1-5,210.592510838192,-3.43624947499212,0.429765730961291,-7.99563396389467,1.28908827818227e-15,1.01545541913293e-13
H3C11,28.2134608328278,-3.36435044624796,0.421400765111791,-7.98373122401773,1.41974985206676e-15,1.11322782179336e-13
H1-10,888.641829717493,-1.89017666922501,0.236803684775099,-7.98204078209414,1.43933453994036e-15,1.12340721087547e-13
PODXL,155.582337524937,1.4173336551985,0.177664936158591,7.97756544337669,1.49247775969065e-15,1.15956662470943e-13
NSRP1,2751.10107899636,1.20554004090633,0.151222469206973,7.9719637381159,1.56172635130726e-15,1.20785335761332e-13
ZNF664,888.578250801628,1.54510738447814,0.193851078835495,7.97058955647776,1.57919176650226e-15,1.2158347469247e-13
NDUFB11,660.458120667507,-1.609376118161,0.202001785238938,-7.96713809364283,1.62391167961597e-15,1.24463320849846e-13
UXT,329.641137439601,-1.51779541105069,0.190591375953271,-7.96361012380131,1.67091168289276e-15,1.27491310692468e-13
TTC3,430.967542904797,1.45962923492082,0.183507344580792,7.95406439047563,1.80490243296302e-15,1.37100066503865e-13
FRYL,369.162696230804,1.65259046231951,0.207820621078964,7.95200425126049,1.83517954827519e-15,1.38780355617344e-13
PDS5B,468.54578586689,1.38283095126762,0.174205355155361,7.93793594941086,2.05573441760181e-15,1.54771332369446e-13
SNRPF,6109.32782199021,-1.25390796208326,0.158005583147871,-7.93584591824058,2.09065430330759e-15,1.56706973439554e-13
LSM7,366.182171907732,-1.32814005797325,0.167491934774529,-7.92957618980958,2.19895019073482e-15,1.64101480242776e-13
HRAT92,27.3854539435992,-3.07604674709558,0.388160075956813,-7.92468607059378,2.28723423237061e-15,1.6994449984186e-13
G0S2,638.789469722889,-1.0666049761065,0.134651034897955,-7.92125346021163,2.35128086379949e-15,1.73943669119775e-13
RPS27AP16,460.248748695331,-1.72650981992685,0.218079709970335,-7.91687507362197,2.43554237579302e-15,1.79397201403109e-13
REX1BD,942.26970334511,-1.69704966656696,0.214506932486084,-7.9113977664897,2.54514902367542e-15,1.86662545852747e-13
CCDC28B,817.497254801655,-1.36990616184572,0.173187953280848,-7.90993909157311,2.57514854533181e-15,1.87941410074316e-13
SUPV3L1,550.868625494691,-1.26792756792918,0.160304809818011,-7.90947925622829,2.58467763487453e-15,1.87941410074316e-13
JDP2,122.94728898055,-1.69087968795349,0.213931120766203,-7.90385093060578,2.70416394217206e-15,1.95792976493862e-13
UBE2E1,95.7485534619403,2.36334455147464,0.2990976863361,7.90158085281515,2.75388124931277e-15,1.98547836682444e-13
CMYA5,124.515594976208,1.94260307587894,0.24590105960358,7.89993780023004,2.79042641192375e-15,2.00333778054357e-13
PPP1R12A,648.938445841615,1.86816711602246,0.236672431053633,7.89347161266581,2.93894438929951e-15,2.1010982682324e-13
DDX21,948.577992659952,1.48811834731054,0.188673760663381,7.88725651133621,3.08902058654075e-15,2.1991500117151e-13
SRRM1,1668.71158944306,1.2958092823852,0.16439220357523,7.88242540828409,3.21086694143197e-15,2.26692535304834e-13
PSMG4,243.957281536529,-1.31797956447571,0.167199903779822,-7.88265743389005,3.20490826721829e-15,2.26692535304834e-13
NRGN,135.637223699401,-1.47665401538878,0.187542178368807,-7.87371687922327,3.44257504765702e-15,2.41051088213515e-13
XAB2,1548.05715669268,-1.76018175052521,0.223537353771748,-7.87421753378416,3.42881915925509e-15,2.41051088213515e-13
ITGA2B,1534.30263476811,-1.46818298283336,0.186597750716561,-7.86817084983788,3.59863913562139e-15,2.50946085625401e-13
MAP3K2,131.406996554161,1.64603114751767,0.209217096442485,7.8675747608904,3.61582194313795e-15,2.51115144336703e-13
L3MBTL3,152.568132506823,1.64154988472431,0.208883731003123,7.85867753721697,3.8821019817433e-15,2.68512053737245e-13
AURKAIP1,3112.53921246,-1.62787518814551,0.207296021521265,-7.85290125782044,4.06521722319394e-15,2.80039154059291e-13
LSM14A,1072.12367431749,1.25827070539092,0.160430642321293,7.84308213932717,4.3962021852519e-15,3.01618468476053e-13
HSPB1,831.581649148663,-1.39686633608599,0.178141803188719,-7.84131692327258,4.45845596461861e-15,3.04661157582272e-13
ATP5F1E,5835.04981049894,-1.46986155535901,0.187524043916399,-7.83825649586726,4.5684510177731e-15,3.10928776269637e-13
LIF,122.783454794184,1.96628408444174,0.250881370653279,7.83750534892911,4.59585377936776e-15,3.11547617752759e-13
EIF4H,4003.77606301687,1.39527363526479,0.178164436134451,7.83138131008287,4.8253875278365e-15,3.25809399944992e-13
H1-2,1414.91711830137,-1.46250469938448,0.186895871743425,-7.82523811650713,5.06696931552064e-15,3.36775323842124e-13
SART1,11420.2626075657,-1.50782290444418,0.192663596187796,-7.82619516234116,5.02856526693961e-15,3.36775323842124e-13
ABCC4,534.953972043315,1.81446015773488,0.231854186747046,7.82586755577746,5.04167899996591e-15,3.36775323842124e-13
IQGAP1,523.625122311226,1.64453190293863,0.210155080916848,7.82532544901602,5.06345292491475e-15,3.36775323842124e-13
LGALS9,142.615050035681,-1.45036490437508,0.185416170055208,-7.82221369335385,5.19024027470676e-15,3.43626218965508e-13
ARMCX3,417.366997626385,1.27167450565064,0.16259703076161,7.82101923813783,5.23973354696105e-15,3.45558396517605e-13
SMC4,1749.96072648318,2.08514009956472,0.266956189660348,7.81079510543536,5.68283340708466e-15,3.73333630971218e-13
MXI1,342.388538261095,1.31943235699759,0.169045633832482,7.80518447643019,5.94145714090274e-15,3.87332924338928e-13
KPNA3,270.66745125529,1.94461467729943,0.249142691441661,7.80522465277603,5.93956464028974e-15,3.87332924338928e-13
H1-4,331.40825047677,-2.90349030900755,0.37282509880389,-7.78780805885288,6.81816516979356e-15,4.41106769445009e-13
RPS28P7,194.156580693619,-2.21686289653492,0.284651052327847,-7.78800176006953,6.80772338767751e-15,4.41106769445009e-13
ACBD3,430.48973835472,1.5020184701034,0.192898062763732,7.78659178108558,6.88409180962749e-15,4.4368493235156e-13
OXR1,148.041839386625,1.87681544474348,0.241079755850983,7.7850395945464,6.96913784242262e-15,4.44119402205321e-13
CAPRIN1,1076.26543223502,1.91958735364459,0.246567676077319,7.78523521080939,6.95836312330918e-15,4.44119402205321e-13
NARS1,2454.82335014392,2.13190976147344,0.273841872976132,7.7851854367767,6.96110316542967e-15,4.44119402205321e-13
RPL28,8169.21381601568,-1.54383638099394,0.198426031724891,-7.7804125173173,7.22884408429347e-15,4.58950679456169e-13
CSF3R,117.710708609068,-2.03724831878039,0.262093903210932,-7.7729710375629,7.66662758188218e-15,4.8493556990976e-13
PRTN3,136.870460710858,-2.18072168229402,0.280816291635308,-7.76565230455391,8.12260935174559e-15,5.11874807851671e-13
SERINC1,918.262815975834,1.68143636997005,0.216649821871131,7.76107894042127,8.42098786775363e-15,5.28719957822244e-13
PPP6R1,4111.5910396026,-1.47562969757476,0.190211672696983,-7.75782935217392,8.63952917910686e-15,5.40447018318026e-13
SEPTIN10,69.7164003604774,2.03541224065881,0.262391620696082,7.7571541166566,8.68563565556735e-15,5.41340991499921e-13
UROD,16578.0082197555,-1.44742010983118,0.186605154348291,-7.7565923346878,8.72417976328467e-15,5.41758827271126e-13
C19orf18,28.428449850475,-2.81949649173372,0.363612955363981,-7.75411450593496,8.89620299048453e-15,5.5043234139307e-13
TIMM8B,2071.25246581148,-1.10451103403011,0.142488622687447,-7.75157351652483,9.07607748390663e-15,5.5952702314736e-13
WDR4,295.192657694374,-1.56883061325472,0.202419187662077,-7.7504046497497,9.16001790152601e-15,5.62663193481823e-13
MRPS15,2911.99427980834,-1.22448688786707,0.15809417044662,-7.7453006926686,9.53559160894675e-15,5.83626227432478e-13
MFSD14A,79.3111702623237,2.66742426747609,0.344855910238687,7.73489503378344,1.03488453089595e-14,6.31131193304466e-13
SNRNP25,1494.62337160146,-1.13210686195885,0.146526092384944,-7.72631579490055,1.10703799666697e-14,6.7272326833173e-13
NEK4,265.678171500225,1.40097429595192,0.181352751245402,7.72513395209621,1.11735781207539e-14,6.76578048842092e-13
ITPRID2,198.888200936793,1.80230459597331,0.233364247883311,7.72313930827364,1.13499010123373e-14,6.84817608953613e-13
DNAJC6,392.2018695569,1.52786088987112,0.197888805702554,7.72080504729328,1.15597244785354e-14,6.93353071503517e-13
HMGB3P16,35.0146220674353,-3.14903583925476,0.407871312823369,-7.72066026771162,1.15728634914487e-14,6.93353071503517e-13
CNIH1,141.117564073299,1.78295841370518,0.230982204435488,7.71902934281306,1.17218918932801e-14,6.99817510751442e-13
PAXX,169.663033680899,-1.41846798132757,0.183783213754349,-7.71815854316023,1.18022342784048e-14,7.02150406458246e-13
EIF3B,6806.02335774124,-1.27892381993412,0.165719984354213,-7.71737835311719,1.18746768313061e-14,7.02409701200253e-13
RFXANK,511.477954060346,-1.18732104187422,0.153853406308506,-7.71722297453341,1.18891562706831e-14,7.02409701200253e-13
