id	D1	D2	D3	M1	M2	M3
TPH2	2.32192809488736	0	1.58496250072116	2.8073549220576	3.90689059560852	3.32192809488736
TEN1-CDK3	4.08746284125034	4.08746284125034	4.58496250072116	4.64385618977472	5.70043971814109	5.4594316186373
CACHD1	3.90689059560852	4.75488750216347	4.32192809488736	3.4594316186373	2.32192809488736	3.4594316186373
NTN1	4.08746284125034	4.70043971814109	4.08746284125034	3.70043971814109	2	2.8073549220576
TNF	2.32192809488736	0	0	2.8073549220576	2.8073549220576	3
ALDH1A2	3.70043971814109	5.12928301694497	3.4594316186373	1.58496250072116	2.32192809488736	3
RNU4ATAC	2.32192809488736	3.4594316186373	3.4594316186373	4.4594316186373	4.32192809488736	3.90689059560852
IPO7P1	3	2.32192809488736	1.58496250072116	3.32192809488736	3.4594316186373	3.58496250072116
CADM3-AS1	5.8073549220576	5	5.39231742277876	4.58496250072116	4.08746284125034	2.8073549220576
CLIP3	4.58496250072116	5.8073549220576	5.4594316186373	6.22881869049588	6.4262647547021	6.28540221886225
TMEM249	0	0	1	1	2.8073549220576	3
PANX2	2.58496250072116	3.16992500144231	3.90689059560852	4.64385618977472	4.16992500144231	4.24792751344359
SNHG25	4.4594316186373	3.32192809488736	4.52356195605701	4.95419631038687	5.39231742277876	5.4262647547021
OR11H7	1.58496250072116	0	0	2.8073549220576	1.58496250072116	3.70043971814109
GFY	1.58496250072116	0	0	3.70043971814109	2.8073549220576	1.58496250072116
NHSL1	2.8073549220576	1.58496250072116	1.58496250072116	2.8073549220576	3.70043971814109	3.4594316186373
ZBED3-AS1	3.90689059560852	3.8073549220576	4.95419631038687	5.35755200461808	5.04439411935845	5.55458885167764
KCNN1	3.16992500144231	4.24792751344359	4.24792751344359	2.58496250072116	3	1.58496250072116
DGAT2	5.32192809488736	5.58496250072116	4.8073549220576	3.4594316186373	3.8073549220576	4.75488750216347
ALK	0	0	1.58496250072116	2.58496250072116	2.32192809488736	1.58496250072116
CCNA1	1.58496250072116	2.32192809488736	2.58496250072116	1.58496250072116	0	0
FBXL16	0	0	1.58496250072116	1.58496250072116	2.32192809488736	2.58496250072116
AFTPH-DT	2.32192809488736	3.58496250072116	3.70043971814109	2.32192809488736	1.58496250072116	1.58496250072116
CPNE9	3.70043971814109	3.4594316186373	4	1	2.58496250072116	2.8073549220576
MED15P9	1.58496250072116	0	0	2.32192809488736	1.58496250072116	2.8073549220576
MIR4280HG	1.58496250072116	2.8073549220576	2.32192809488736	0	0	1.58496250072116
OR2I1P	1.58496250072116	0	0	2.8073549220576	2.32192809488736	1.58496250072116
OR55B1P	0	0	1.58496250072116	2.32192809488736	1.58496250072116	2.8073549220576
LINC02552	1.58496250072116	0	0	1.58496250072116	2.8073549220576	2.32192809488736
DLL4	0	0	1.58496250072116	2.8073549220576	2.32192809488736	1.58496250072116
ENPP2	2.8073549220576	2.32192809488736	1.58496250072116	0	1.58496250072116	0
TBILA	0	1.58496250072116	0	2.32192809488736	1.58496250072116	2.8073549220576
CYP4A22	2	2.8073549220576	2	3	4.24792751344359	3.32192809488736
LINC01721	1	2.8073549220576	2	3.16992500144231	3.32192809488736	3.8073549220576
GGT1	3.70043971814109	3.16992500144231	3.90689059560852	2.58496250072116	2.58496250072116	1
STIP1P3	1	0	0	3.16992500144231	1	2.8073549220576
SLC26A11	3.16992500144231	1	3.16992500144231	1	0	0
RNU6-1279P	0	1	0	1	2.58496250072116	2
LGSN	2	2.8073549220576	4	5.08746284125034	4.24792751344359	4.52356195605701
LANCL1-AS1	1.58496250072116	1.58496250072116	1.58496250072116	3.32192809488736	2	2.58496250072116
TUBB8P1	0	2	0	2.8073549220576	3.16992500144231	2
B3GNT8	5	5.20945336562895	4.75488750216347	3.4594316186373	3.4594316186373	4.64385618977472
PRDM8-AS1	1	0	0	1.58496250072116	1	1.58496250072116
CFAP299	1	0	0	1	1.58496250072116	1.58496250072116
ITIH6	1	0	0	1	1.58496250072116	1.58496250072116
NDUFB9P2	1	1.58496250072116	1.58496250072116	0	0	1
RNU6-126P	0	0	1	1	1.58496250072116	1.58496250072116
SLC2A5	1.58496250072116	1	1.58496250072116	1	0	0
MIR4682	1.58496250072116	1	1.58496250072116	0	0	1
LINC02034	0	1	0	1.58496250072116	1	1.58496250072116
RPL23AP64	2.58496250072116	3.16992500144231	0	4.39231742277876	4.39231742277876	4.70043971814109
ICAM3	3.70043971814109	3.4594316186373	2.32192809488736	2	0	1.58496250072116
RBM47	5.32192809488736	4.58496250072116	4.64385618977472	3	3.58496250072116	4.32192809488736
RPL12P13	1	1.58496250072116	2	1	0	0
EMP2P1	0	0	1	2	1	1.58496250072116
PCCA-AS1	0	0	1	2	1	1.58496250072116
PDXP-DT	0	0	1	1	1.58496250072116	2
ODF2-AS1	1	2	1.58496250072116	1	0	0
MIR3677	1.58496250072116	2	1	0	0	1
BPIFB1	1	2	1.58496250072116	0	0	1
CCT6P2	0	1	0	1	1.58496250072116	2
ASTL	2	0	0	2.8073549220576	2.32192809488736	2.32192809488736
ARPP21-AS1	1	1	2.8073549220576	0	0	0
MYLK4	4.90689059560852	5.28540221886225	4.08746284125034	3.90689059560852	3.4594316186373	3.8073549220576
UBTD1	3.32192809488736	4.58496250072116	4.90689059560852	5.64385618977472	5.35755200461808	5.88264304936184
FREM3	0	0	1.58496250072116	1.58496250072116	2.32192809488736	2.32192809488736
PRKCH-AS1	2.32192809488736	1.58496250072116	2.32192809488736	1.58496250072116	0	0
ZBTB7C	0	0	1.58496250072116	2.32192809488736	2.32192809488736	1.58496250072116
CCDC188	0	0	1.58496250072116	1.58496250072116	2.32192809488736	2.32192809488736
LINC00940	1.58496250072116	2.32192809488736	2.32192809488736	0	1.58496250072116	0
SULT2B1	1.58496250072116	2.32192809488736	2.32192809488736	1.58496250072116	0	0
PRSS16	0	1.58496250072116	0	2.32192809488736	2.32192809488736	1.58496250072116
PRRX2	0	1.58496250072116	0	1.58496250072116	2.32192809488736	2.32192809488736
NAV2-AS6	0	1.58496250072116	0	2.32192809488736	1.58496250072116	2.32192809488736
SDR42E2	2.32192809488736	3.16992500144231	4.24792751344359	5.24792751344359	4.95419631038687	4.39231742277876
BRD7P5	2.8073549220576	2.32192809488736	2.58496250072116	0	2	1
LINC01091	1.58496250072116	1.58496250072116	2.32192809488736	3.58496250072116	3.16992500144231	2.32192809488736
BRCA1P1	1	3	2.32192809488736	0	0	1
RN7SL181P	2	2.32192809488736	2.58496250072116	2.8073549220576	4.24792751344359	3.4594316186373
AQP5	1.58496250072116	0	0	1.58496250072116	3.16992500144231	2.32192809488736
GGT5	1.58496250072116	0	0	2.32192809488736	3.16992500144231	1.58496250072116
PINCR	0	0	1.58496250072116	1.58496250072116	2.32192809488736	3.16992500144231
ERVE-1	2.32192809488736	1.58496250072116	3.16992500144231	0	0	1.58496250072116
NPAS3	2.32192809488736	3.16992500144231	1.58496250072116	1.58496250072116	0	0
